unit,mean,std,n,individual_ratings
A BREEZE BLEW JOHN'S HAIR ONTO HIS FACE,4.7,0.4641,40,"[5, 4, 5, 5, 4, 4, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 4, 4, 4, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5]"
A CLOSET PARKING SPOT IS THREE BLOCKS AWAY,3.0,1.4142,40,"[4, 2, 5, 2, 4, 4, 4, 5, 5, 2, 5, 1, 4, 4, 2, 2, 5, 3, 1, 4, 2, 5, 3, 2, 4, 2, 2, 1, 1, 3, 1, 1, 3, 4, 4, 5, 2, 1, 4, 2]"
A LEADER MUST KNOW HOW TO INSPIRE OTHERS,3.4,1.4286,40,"[2, 3, 5, 4, 4, 4, 1, 5, 4, 3, 5, 5, 2, 5, 5, 2, 5, 3, 3, 5, 2, 5, 3, 1, 4, 3, 4, 1, 1, 3, 5, 1, 1, 5, 4, 5, 3, 4, 4, 2]"
A RUST LOCK WAS FOUND IN THE DRAWER,4.1,0.9001,40,"[5, 3, 5, 2, 3, 4, 4, 5, 4, 3, 5, 5, 5, 3, 5, 3, 3, 3, 4, 4, 5, 5, 3, 4, 5, 5, 4, 4, 5, 5, 5, 3, 5, 5, 4, 4, 3, 3, 4, 5]"
ABBY WATCHED THE WAVES CRASH ON THE SAND,4.825,0.4465,40,"[5, 4, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5]"
ALEX WAS TIRED SO HE TOOK A NAP,4.425,0.7808,40,"[4, 5, 5, 3, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 3, 5, 3, 2, 3, 5, 4, 4, 4, 5, 5, 4, 5, 4, 5, 5, 4, 4, 4, 5]"
ALEX WORE A WOOL SWEATER TO KEEP WARM,4.55,0.5524,40,"[5, 4, 5, 5, 4, 5, 4, 5, 4, 4, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 4, 5, 3, 4, 4, 5, 4, 4, 4, 5, 5, 4, 5, 5, 5, 5, 5, 4, 4, 5]"
AMY CAUGHT THE BALL AND THREW IT BACK,4.6667,0.7009,39,"[5, 5, 5, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 3, 2, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5]"
ANDREW SAT ON THE COUCH AND ATE POPCORN,4.725,0.5541,40,"[5, 5, 5, 4, 4, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 4, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5]"
ANN BAKED A CAKE FOR HER MOM'S BIRTHDAY,4.575,0.5943,40,"[5, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 4, 5, 3, 3, 4, 5, 5, 5, 4, 5, 5, 4, 5, 4, 4, 5, 4, 5, 4, 5]"
