unit,mean,std,n,individual_ratings
A backpack carries all the essentials on a hike.,2.4333,1.8918,30,"[5, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 6, 1, 1, 4, 4, 2, 5, 7, 1, 1, 1, 1, 6, 1, 2, 4, 5, 1]"
A businessman began speaking loudly on the phone.,4.5,1.893,30,"[2, 6, 5, 5, 3, 2, 5, 5, 7, 6, 4, 5, 4, 6, 6, 5, 6, 5, 1, 1, 7, 7, 1, 5, 1, 4, 3, 7, 5, 6]"
A high-speed train now connects Paris and Berlin.,2.0,1.5313,29,"[4, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 4, 3, 1, 1, 5, 3, 1, 1, 2, 1, 1, 1, 1, 1, 2, 4, 7, 1]"
A lighthouse guides ships to safety.,2.2333,1.2828,30,"[5, 2, 1, 2, 3, 2, 3, 2, 1, 2, 2, 1, 6, 2, 1, 3, 2, 2, 3, 2, 1, 1, 1, 1, 1, 2, 2, 2, 5, 4]"
A menacing storm rolled across the horizon.,2.5862,1.848,29,"[5, 2, 1, 3, 1, 1, 5, 2, 1, 1, 2, 4, 1, 1, 2, 5, 1, 3, 1, 1, 6, 1, 1, 6, 2, 6, 2, 6, 2]"
A mountain climbing team reached the K2 summit.,4.9,1.9035,30,"[7, 7, 4, 5, 5, 4, 6, 5, 7, 2, 6, 6, 5, 7, 7, 5, 6, 1, 1, 6, 5, 7, 2, 5, 2, 2, 7, 6, 6, 3]"
A new restaurant opened downtown last week.,2.4,1.4742,30,"[2, 3, 1, 3, 2, 1, 1, 2, 1, 1, 2, 5, 5, 2, 1, 1, 3, 1, 5, 6, 2, 4, 1, 1, 1, 2, 4, 4, 3, 2]"
A productive morning routine sets the tone for the day.,2.9667,2.0572,30,"[5, 1, 1, 7, 1, 1, 1, 3, 1, 1, 2, 4, 4, 2, 3, 5, 5, 1, 1, 7, 2, 6, 2, 1, 7, 2, 3, 2, 6, 2]"
A rat gnawed through the cables in the walls.,2.3333,1.6193,30,"[5, 4, 1, 3, 1, 1, 5, 2, 1, 1, 6, 1, 6, 1, 1, 1, 3, 1, 3, 4, 1, 1, 1, 1, 1, 2, 2, 3, 4, 3]"
A series of unusual occurrences plagued the small town.,3.2667,1.5478,30,"[5, 3, 2, 5, 3, 4, 5, 4, 5, 1, 4, 3, 4, 3, 1, 3, 7, 2, 1, 1, 4, 6, 3, 2, 2, 2, 5, 4, 2, 2]"
A solid education lays the foundation for future success.,2.7333,1.9482,30,"[6, 1, 1, 5, 3, 1, 1, 2, 1, 1, 3, 2, 5, 1, 1, 4, 3, 3, 1, 7, 3, 1, 1, 2, 6, 2, 2, 5, 7, 1]"
A tree provides a home for birds.,1.8667,1.4079,30,"[4, 2, 1, 2, 1, 1, 4, 2, 1, 1, 2, 3, 1, 1, 1, 2, 1, 1, 1, 7, 1, 1, 2, 1, 1, 2, 1, 2, 5, 1]"
A wildlife preserve was recently created in the Amazon.,2.7,1.8102,30,"[7, 3, 1, 3, 3, 1, 2, 2, 1, 1, 1, 2, 4, 3, 1, 4, 4, 1, 5, 6, 1, 6, 2, 1, 1, 2, 2, 4, 6, 1]"
An intense heat wave swept across the city.,3.2333,1.9267,30,"[5, 2, 1, 2, 3, 2, 5, 2, 3, 1, 5, 6, 5, 2, 1, 3, 7, 1, 5, 6, 1, 7, 1, 1, 1, 3, 4, 4, 5, 3]"
Consuming alcohol is dangerous for your health.,3.1667,1.9678,30,"[5, 1, 1, 3, 3, 1, 2, 2, 1, 2, 5, 5, 5, 3, 1, 2, 7, 3, 1, 7, 5, 7, 1, 2, 3, 2, 2, 5, 6, 2]"
David meticulously planned each step of his journey.,5.1,1.7954,30,"[4, 6, 6, 5, 3, 7, 5, 5, 6, 6, 6, 6, 5, 6, 7, 6, 2, 6, 1, 1, 7, 7, 4, 5, 2, 3, 7, 5, 7, 7]"
Excellent customer service can make or break a business.,3.2667,1.9821,30,"[5, 1, 1, 5, 4, 1, 1, 2, 1, 2, 2, 5, 6, 1, 2, 6, 6, 2, 5, 6, 3, 7, 4, 2, 1, 2, 2, 6, 5, 2]"
Jenny's dress was bright and cheerful.,4.5667,1.8382,30,"[5, 7, 6, 5, 4, 3, 2, 5, 5, 7, 5, 4, 4, 4, 7, 4, 5, 7, 1, 2, 3, 7, 1, 6, 4, 3, 2, 5, 7, 7]"
Jeremy stopped at a diner for lunch.,4.7333,1.9482,30,"[4, 6, 5, 3, 2, 1, 3, 4, 7, 6, 3, 4, 1, 6, 7, 5, 6, 7, 5, 7, 7, 7, 1, 5, 4, 2, 6, 5, 7, 6]"
John forgot his umbrella and got soaked.,5.4667,1.4772,30,"[5, 6, 6, 5, 4, 5, 5, 6, 7, 7, 7, 5, 7, 6, 7, 6, 3, 1, 4, 7, 4, 7, 4, 5, 7, 6, 6, 6, 3, 7]"
Judy grabbed her shopping list on the way out the door.,4.4,1.9425,30,"[3, 6, 5, 3, 3, 5, 5, 2, 6, 6, 6, 4, 3, 1, 7, 5, 5, 2, 1, 7, 3, 7, 2, 7, 1, 3, 6, 6, 6, 6]"
