unit,mean,std,n,individual_ratings
A compass helps hikers find their way.,3.0,1.6848,31,"[1, 3, 2, 2, 5, 2, 6, 1, 1, 2, 3, 5, 4, 1, 2, 3, 2, 2, 1, 1, 5, 6, 1, 6, 3, 5, 3, 3, 6, 3, 3]"
A coral reef shelters fish.,1.5484,1.0728,31,"[1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 3, 2, 1, 6, 2, 1, 1]"
A suitcase holds everything needed for a trip.,1.7419,0.9827,31,"[1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 4, 1, 1, 1, 2, 1, 1, 1, 4, 1, 4, 3, 3, 1, 1, 3, 2, 1]"
April was unexpectedly muggy and warm.,2.4516,1.5624,31,"[1, 2, 1, 4, 1, 2, 4, 1, 1, 2, 5, 2, 1, 1, 1, 5, 1, 2, 3, 2, 1, 4, 3, 2, 5, 5, 2, 4, 6, 1, 1]"
Attendees can enjoy live performances and art displays.,4.2581,1.5233,31,"[1, 6, 4, 5, 7, 3, 4, 2, 3, 4, 5, 5, 5, 5, 2, 5, 6, 2, 3, 7, 6, 4, 4, 4, 4, 6, 4, 3, 6, 5, 2]"
Attendees chatted at the reception about the lecture.,3.9677,1.8576,31,"[2, 5, 2, 6, 7, 4, 6, 1, 4, 6, 5, 4, 5, 5, 3, 4, 6, 2, 1, 6, 1, 6, 2, 5, 1, 5, 6, 1, 4, 5, 3]"
Attendees felt motivated to set new goals.,4.3226,1.8208,31,"[1, 5, 4, 6, 7, 4, 5, 1, 5, 7, 1, 5, 6, 5, 5, 5, 6, 5, 6, 5, 2, 4, 5, 2, 2, 6, 2, 1, 6, 5, 5]"
Bret took off impulsively and embraced the unknown.,5.4516,1.2911,31,"[5, 7, 3, 7, 7, 7, 5, 3, 6, 6, 5, 5, 7, 7, 5, 6, 7, 6, 6, 5, 5, 6, 6, 5, 3, 5, 3, 4, 6, 7, 4]"
Coaches motivate athletes to excel beyond their limits.,4.9677,1.6556,31,"[4, 6, 4, 6, 7, 3, 7, 1, 4, 6, 5, 6, 7, 3, 4, 6, 6, 5, 7, 7, 2, 6, 5, 5, 4, 6, 3, 2, 7, 6, 4]"
Commuters struggled to find alternative routes.,4.3548,2.0248,31,"[2, 6, 5, 5, 7, 4, 6, 1, 2, 5, 5, 6, 5, 1, 2, 7, 7, 2, 5, 5, 7, 6, 2, 6, 2, 7, 4, 1, 6, 4, 2]"
