unit,mean,std,n,individual_ratings
ABJECT,2.1333,1.008,30,"[3, 2, 2, 2, 1, 2, 2, 2, 2, 2, 4, 3, 2, 1, 2, 2, 5, 2, 1, 2, 2, 2, 5, 1, 2, 1, 1, 2, 2, 2]"
ABROAD,2.7333,1.0148,30,"[2, 2, 1, 3, 2, 2, 2, 4, 2, 3, 4, 4, 4, 2, 2, 2, 2, 5, 2, 3, 3, 3, 2, 3, 4, 5, 2, 3, 2, 2]"
ACCURACY,2.3333,1.0613,30,"[2, 2, 1, 4, 1, 1, 2, 2, 3, 3, 2, 3, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 5, 5, 4, 1, 2]"
ADDITION,2.9667,1.1885,30,"[2, 3, 1, 5, 3, 2, 3, 3, 3, 4, 5, 4, 3, 2, 2, 2, 1, 4, 3, 3, 4, 2, 4, 1, 5, 5, 3, 3, 2, 2]"
AHAB,2.9,1.3983,30,"[3, 3, 1, 3, 1, 5, 3, 1, 1, 3, 1, 2, 2, 4, 3, 4, 5, 1, 3, 2, 5, 4, 4, 2, 5, 1, 3, 3, 5, 4]"
ALASKA,4.2333,1.1351,30,"[5, 3, 3, 2, 5, 3, 5, 5, 4, 5, 1, 5, 4, 3, 5, 2, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5]"
ALBANIAN,3.6333,1.2452,30,"[2, 3, 4, 4, 3, 4, 3, 4, 3, 5, 1, 4, 4, 5, 3, 2, 2, 3, 5, 2, 5, 5, 4, 2, 5, 5, 2, 5, 5, 5]"
ALBUQUERQUE,4.1667,1.1472,30,"[5, 3, 3, 1, 5, 3, 5, 5, 4, 4, 1, 5, 3, 4, 5, 4, 5, 5, 4, 4, 5, 5, 5, 3, 5, 5, 4, 5, 5, 5]"
ALIBIS,2.5333,1.1366,30,"[3, 2, 1, 4, 1, 2, 2, 1, 3, 3, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 5, 3, 4, 2, 5, 5, 2, 3, 3, 2]"
ANONYMOUS,2.4138,1.2682,29,"[2, 2, 1, 2, 2, 2, 2, 2, 4, 5, 3, 3, 1, 2, 2, 1, 2, 1, 1, 4, 3, 4, 2, 5, 5, 1, 2, 3, 1]"
ANTOINETTE,3.5667,1.1043,30,"[4, 3, 3, 4, 2, 5, 2, 4, 3, 3, 1, 5, 3, 4, 3, 4, 4, 2, 3, 3, 5, 4, 4, 2, 5, 5, 3, 5, 5, 4]"
APTITUDE,2.0667,1.0483,30,"[3, 2, 1, 1, 1, 2, 2, 3, 2, 2, 2, 2, 3, 1, 2, 2, 1, 4, 1, 1, 3, 2, 4, 2, 3, 5, 1, 2, 1, 1]"
AXE,4.8333,0.379,30,"[4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5]"
BAG,4.6667,0.8442,30,"[3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 4, 5, 5]"
BARBARIANS,3.2333,1.1043,30,"[3, 3, 5, 2, 3, 4, 3, 3, 4, 1, 2, 1, 3, 3, 5, 4, 4, 4, 3, 2, 5, 5, 4, 2, 3, 3, 4, 4, 3, 2]"
BARNABY,2.9333,1.3113,30,"[4, 3, 3, 3, 1, 3, 1, 2, 2, 2, 1, 4, 2, 5, 1, 4, 2, 2, 3, 2, 5, 3, 4, 2, 5, 5, 3, 4, 5, 2]"
BASICS,2.4333,1.2229,30,"[3, 2, 2, 5, 2, 1, 1, 3, 2, 3, 2, 2, 4, 2, 1, 2, 1, 4, 5, 3, 1, 3, 2, 3, 3, 5, 1, 2, 1, 2]"
BEAVERS,4.7667,0.6261,30,"[4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5]"
BELIEVE,1.8,0.9248,30,"[1, 1, 1, 5, 3, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 4, 2, 1, 2, 2, 2, 1, 2, 1, 1, 2, 1, 1]"
BENEFACTOR,3.1,0.9948,30,"[2, 2, 4, 3, 2, 4, 2, 3, 3, 3, 2, 3, 3, 3, 3, 4, 5, 4, 3, 2, 5, 4, 5, 2, 4, 4, 2, 3, 2, 2]"
BEVERAGE,4.4,0.855,30,"[3, 5, 5, 5, 5, 5, 5, 5, 4, 4, 2, 4, 2, 4, 5, 5, 5, 5, 5, 4, 5, 4, 4, 5, 5, 5, 5, 4, 4, 4]"
BICEP,4.6667,0.6609,30,"[4, 5, 5, 4, 4, 5, 5, 5, 4, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 2]"
BISEXUALITY,3.0667,1.2847,30,"[2, 2, 1, 1, 2, 2, 3, 4, 3, 3, 5, 4, 4, 3, 2, 1, 4, 5, 2, 2, 4, 4, 5, 4, 5, 4, 4, 3, 3, 1]"
BLACKMAILER,3.4667,1.1366,30,"[3, 3, 5, 4, 2, 5, 2, 3, 3, 3, 2, 3, 4, 4, 5, 2, 5, 4, 3, 3, 5, 3, 5, 1, 5, 3, 3, 5, 3, 3]"
BLOODS,3.5667,1.2507,30,"[3, 3, 3, 5, 2, 5, 5, 3, 3, 4, 4, 3, 4, 2, 1, 4, 5, 4, 4, 3, 5, 5, 4, 1, 5, 1, 4, 5, 4, 3]"
BLUEBERRY,4.9,0.4026,30,"[3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
BONNET,4.5,0.82,30,"[3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 3, 3, 5, 5, 4, 5, 2, 5, 4, 5, 5, 4, 5, 5, 5, 5, 4, 4, 5]"
BOOSTER,3.069,1.0327,29,"[3, 1, 4, 3, 2, 2, 3, 3, 3, 4, 2, 2, 3, 1, 4, 4, 3, 4, 2, 5, 3, 4, 3, 5, 2, 4, 3, 3, 4]"
BOURBON,4.5333,0.6288,30,"[5, 4, 5, 5, 5, 5, 5, 5, 4, 3, 4, 4, 4, 5, 5, 4, 5, 4, 4, 3, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5]"
BOX,4.6071,0.7373,28,"[3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 4, 5, 5, 4, 4, 5, 4, 4, 5, 5, 5, 5, 4, 5, 5]"
BRAG,2.3103,0.8495,29,"[2, 1, 1, 2, 3, 3, 3, 2, 2, 5, 2, 4, 2, 2, 2, 1, 3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 3, 2, 2]"
BURROWING,3.3333,1.0613,30,"[3, 3, 2, 2, 4, 4, 4, 5, 3, 3, 5, 2, 4, 3, 2, 4, 5, 4, 3, 3, 3, 3, 1, 3, 5, 5, 4, 3, 3, 2]"
BUTCHERED,3.1379,1.1565,29,"[3, 1, 3, 2, 3, 4, 5, 3, 2, 5, 3, 3, 2, 2, 4, 5, 4, 4, 2, 2, 4, 1, 3, 5, 3, 4, 4, 3, 2]"
CAPTORS,3.6,1.07,30,"[3, 3, 5, 4, 4, 5, 3, 3, 3, 3, 2, 2, 3, 4, 3, 4, 5, 5, 4, 1, 5, 4, 4, 3, 5, 5, 4, 4, 3, 2]"
CAREY,3.2,1.3995,30,"[4, 3, 2, 2, 5, 5, 1, 3, 1, 3, 1, 3, 2, 5, 2, 3, 2, 2, 3, 3, 5, 5, 4, 1, 5, 5, 3, 5, 4, 4]"
CARTWRIGHT,3.1667,1.2058,30,"[4, 3, 3, 3, 4, 3, 2, 1, 1, 3, 2, 3, 2, 5, 1, 2, 5, 3, 3, 3, 5, 4, 4, 3, 5, 2, 3, 5, 4, 4]"
CATALOGS,4.3,0.8769,30,"[3, 4, 5, 2, 4, 5, 5, 5, 5, 3, 5, 3, 4, 5, 5, 4, 5, 5, 3, 4, 5, 5, 5, 4, 5, 5, 3, 4, 5, 4]"
CAULIFLOWER,4.9667,0.1826,30,"[4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CHEERIO,3.7333,1.4368,30,"[4, 5, 5, 2, 1, 2, 5, 5, 3, 2, 1, 5, 3, 3, 5, 5, 5, 5, 3, 5, 5, 4, 4, 2, 5, 3, 5, 5, 1, 4]"
CHESS,4.3103,0.9675,29,"[3, 5, 3, 5, 5, 3, 5, 5, 3, 5, 3, 5, 5, 5, 4, 5, 5, 2, 4, 5, 5, 5, 3, 5, 5, 4, 5, 3, 5]"
CHICKEN,4.8,0.4842,30,"[3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5]"
CHICKENING,2.1667,0.8743,30,"[2, 3, 1, 4, 2, 2, 3, 1, 1, 2, 4, 2, 2, 2, 2, 2, 3, 1, 3, 2, 2, 4, 2, 2, 2, 1, 2, 3, 2, 1]"
CHURCH,4.2333,0.9353,30,"[3, 3, 5, 5, 5, 3, 5, 5, 5, 4, 5, 4, 4, 5, 5, 1, 4, 5, 4, 4, 5, 5, 4, 3, 5, 5, 4, 4, 4, 4]"
