unit,mean,std,n,individual_ratings
AIDS,1.0667,0.359,30,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Afghanistan,2.1034,0.9227,29,"[1, 2, 1, 1, 2, 3, 2, 2, 1, 1, 2, 3, 2, 2, 2, 3, 3, 1, 2, 5, 2, 2, 4, 2, 1, 2, 2, 3, 2]"
Alan,3.0882,0.3732,34,"[3, 3, 3, 3, 4, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3]"
Alan Turing,3.0323,0.5378,31,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3]"
Alaska,3.7667,0.9551,30,"[5, 3, 4, 3, 3, 4, 2, 4, 3, 4, 4, 5, 3, 4, 1, 4, 4, 3, 5, 5, 4, 5, 4, 5, 4, 5, 3, 3, 4, 3]"
Albuquerque,3.3667,0.7063,30,"[3, 3, 4, 2, 4, 3, 3, 3, 3, 2, 3, 3, 4, 4, 4, 4, 3, 3, 3, 5, 3, 5, 3, 4, 3, 3, 4, 4, 3, 3]"
Aleve,3.2188,0.7388,32,"[2, 4, 3, 5, 2, 4, 3, 3, 4, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 2, 3, 3, 2, 3, 3, 4, 3, 2, 4, 4, 3]"
Alexander Fleming,3.1818,0.575,33,"[4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 4, 3, 3, 3, 2, 5, 3, 2, 3, 3, 3, 3, 3, 3, 4, 4, 3]"
Alexander Ovechkin,3.0,0.8944,30,"[3, 3, 2, 4, 3, 3, 5, 3, 3, 4, 1, 2, 3, 3, 3, 3, 3, 2, 5, 3, 3, 3, 1, 3, 3, 3, 2, 3, 4, 4]"
Alexander the Great,3.5152,0.657,33,"[4, 4, 3, 4, 4, 4, 3, 3, 4, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 5, 5, 3, 5, 3, 3, 3, 3, 3, 4, 3, 4, 4]"
Alice,3.3871,0.6052,31,"[3, 5, 3, 3, 3, 4, 3, 3, 4, 5, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 4, 4, 3, 3, 4, 3]"
