unit,mean,std,n,individual_ratings
A dogged determination led the cyclist who just recovered from an injury to win both races.,3.4026,1.1872,77,"[4, 2, 3, 3, 4, 2, 2, 3, 2, 2, 4, 4, 5, 4, 2, 3, 3, 3, 3, 4, 4, 5, 5, 3, 4, 5, 1, 2, 4, 4, 4, 5, 4, 4, 5, 2, 2, 5, 4, 3, 5, 5, 4, 4, 4, 1, 3, 1, 5, 2, 3, 1, 5, 3, 2, 3, 4, 1, 2, 3, 4, 3, 4, 5, 4, 2, 2, 3, 5, 3, 4, 5, 4, 5, 3, 5, 3]"
A few employees were given keys to the conference room that housed expensive equipment.,3.9367,1.0475,79,"[5, 5, 3, 3, 3, 4, 4, 4, 3, 4, 4, 5, 5, 5, 5, 4, 3, 5, 5, 3, 5, 5, 5, 5, 3, 4, 5, 4, 4, 4, 5, 5, 5, 4, 4, 5, 3, 4, 5, 4, 4, 5, 1, 5, 4, 3, 2, 3, 3, 5, 3, 4, 3, 5, 3, 2, 3, 4, 2, 2, 2, 4, 3, 4, 2, 5, 3, 5, 2, 3, 5, 5, 5, 5, 4, 5, 5, 5, 3]"
A senior White House official that leaked most stories about the upcoming invasion admitted everything.,3.0513,1.28,78,"[2, 2, 2, 1, 2, 4, 4, 3, 2, 2, 5, 4, 5, 5, 2, 2, 3, 2, 1, 2, 2, 5, 5, 5, 4, 5, 3, 3, 1, 5, 2, 4, 1, 5, 5, 3, 4, 2, 2, 2, 5, 2, 4, 3, 2, 2, 2, 3, 4, 3, 2, 2, 5, 3, 2, 3, 1, 1, 2, 2, 3, 3, 3, 4, 5, 3, 2, 4, 3, 5, 2, 4, 4, 2, 3, 5, 5, 2]"
A simple clue helped the detective unravel the mystery concerning the case of some missing reports.,3.6494,1.1817,77,"[4, 5, 2, 2, 2, 4, 4, 2, 2, 2, 5, 4, 5, 5, 4, 3, 2, 4, 3, 2, 5, 5, 5, 5, 4, 5, 5, 4, 3, 5, 4, 5, 4, 3, 5, 5, 4, 1, 3, 2, 4, 4, 5, 4, 4, 2, 3, 3, 4, 5, 4, 2, 5, 3, 2, 2, 4, 2, 3, 2, 4, 4, 3, 2, 5, 3, 5, 2, 4, 5, 4, 5, 3, 5, 5, 5, 2]"
A woman who perpetrated the terrible crime with a borrowed gun was arrested yesterday.,3.3077,1.2122,78,"[3, 3, 2, 2, 2, 4, 3, 3, 4, 4, 4, 4, 5, 5, 2, 3, 2, 2, 1, 2, 2, 4, 5, 5, 3, 5, 2, 2, 5, 5, 3, 5, 4, 4, 5, 4, 2, 2, 4, 3, 3, 3, 5, 4, 2, 4, 4, 1, 5, 2, 4, 1, 5, 3, 2, 3, 4, 1, 2, 2, 4, 4, 3, 3, 5, 3, 2, 3, 4, 5, 4, 4, 4, 2, 4, 4, 5, 1]"
"After the explosion, no news crew was allowed to enter the blocked off area.",4.0769,1.0224,78,"[5, 4, 2, 2, 3, 4, 5, 3, 5, 5, 5, 4, 4, 5, 3, 4, 4, 5, 5, 2, 5, 5, 5, 5, 5, 4, 2, 4, 5, 5, 5, 5, 4, 4, 5, 5, 5, 4, 4, 3, 5, 5, 5, 4, 4, 3, 5, 4, 2, 3, 4, 2, 4, 3, 5, 3, 4, 4, 2, 3, 5, 3, 4, 3, 5, 5, 5, 5, 4, 5, 4, 5, 2, 2, 5, 4, 5, 5]"
"After the rain, the tree in the back yard looked beautiful with raindrops on its leaves.",4.1169,0.9666,77,"[5, 4, 2, 5, 2, 5, 5, 3, 2, 4, 5, 5, 5, 5, 4, 3, 2, 4, 3, 3, 4, 5, 5, 5, 5, 4, 4, 3, 5, 5, 5, 5, 4, 5, 5, 5, 4, 4, 3, 4, 3, 5, 4, 5, 5, 3, 3, 5, 4, 3, 4, 5, 3, 5, 5, 4, 4, 2, 2, 4, 4, 4, 4, 5, 5, 5, 2, 4, 5, 4, 5, 4, 4, 5, 5, 5, 4]"
"Although the course staff decided to curve the grades, several students dropped the class.",4.0513,0.9184,78,"[5, 5, 5, 2, 4, 3, 5, 4, 3, 4, 4, 4, 5, 4, 4, 4, 3, 5, 4, 2, 5, 5, 5, 5, 3, 5, 4, 3, 3, 5, 3, 5, 5, 5, 5, 4, 4, 5, 4, 5, 5, 3, 5, 4, 3, 3, 3, 4, 5, 4, 4, 2, 3, 3, 4, 4, 2, 4, 2, 3, 4, 4, 5, 4, 5, 4, 3, 5, 3, 5, 5, 5, 5, 4, 4, 4, 5, 5]"
"At the carnival, the lead dancer was wearing an outfit made of bright-colored feathers.",4.4156,0.8115,77,"[5, 5, 5, 3, 5, 5, 5, 4, 5, 4, 5, 4, 5, 5, 5, 3, 3, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 3, 4, 4, 5, 5, 5, 2, 4, 4, 5, 5, 4, 3, 5, 3, 5, 4, 5, 5, 3, 2, 5, 4, 3, 3, 5, 5, 5, 4, 3, 5, 4, 4, 4, 4, 5, 5, 5, 5]"
"Because both dishes contained beef, the customer asked for a vegetarian option.",4.141,0.9835,78,"[5, 5, 3, 5, 4, 3, 5, 4, 3, 5, 5, 5, 5, 5, 5, 3, 2, 5, 2, 4, 5, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 5, 4, 5, 5, 4, 3, 2, 3, 4, 4, 5, 5, 4, 3, 4, 4, 5, 5, 3, 3, 4, 5, 3, 5, 2, 4, 3, 2, 2, 5, 4, 4, 4, 4, 5, 5, 5, 3, 5, 4, 5, 4, 3, 5, 5, 5, 4]"
