unit,mean,std,n,individual_ratings
abolishing,3.7,1.4181,10,"[5, 5, 5, 1, 4, 3, 4, 3, 2, 5]"
altering,3.3,1.3375,10,"[3, 5, 5, 3, 2, 3, 5, 1, 3, 3]"
appearing,2.6,0.9661,10,"[3, 3, 1, 3, 3, 4, 1, 3, 2, 3]"
bleeding,3.2,0.6325,10,"[2, 3, 4, 3, 3, 3, 4, 3, 4, 3]"
blunting,2.9,1.2867,10,"[4, 5, 1, 4, 3, 3, 3, 1, 2, 3]"
boiling,4.0,1.4142,9,"[3, 5, 1, 5, 5, 5, 3, 4, 5]"
burgeoning,3.2,0.9189,10,"[4, 2, 3, 4, 4, 2, 3, 2, 4, 4]"
corroding,4.3,1.0593,10,"[3, 5, 5, 5, 5, 4, 2, 4, 5, 5]"
coughing,2.6,1.3499,10,"[3, 4, 3, 1, 3, 3, 1, 1, 2, 5]"
cracking,3.3,1.0593,10,"[3, 3, 1, 3, 3, 3, 5, 4, 4, 4]"
crumbling,3.3,1.2517,10,"[3, 3, 1, 5, 4, 3, 4, 3, 5, 2]"
crying,2.3,1.0593,10,"[3, 3, 2, 1, 1, 3, 4, 1, 2, 3]"
decapitating,4.5,0.8498,10,"[4, 5, 3, 5, 5, 5, 5, 5, 5, 3]"
decomposing,3.5,1.5092,10,"[3, 2, 3, 5, 5, 2, 1, 5, 5, 4]"
demonstrating,2.8,1.6865,10,"[3, 5, 5, 1, 2, 2, 5, 1, 1, 3]"
deteriorating,3.4,1.5776,10,"[3, 3, 1, 3, 5, 3, 1, 5, 5, 5]"
dissipating,3.0,1.2472,10,"[4, 1, 2, 4, 5, 3, 2, 2, 4, 3]"
doubling,3.1111,0.928,9,"[2, 5, 3, 2, 3, 4, 3, 3, 3]"
dressing,3.2222,1.5635,9,"[4, 5, 5, 4, 3, 4, 2, 1, 1]"
embroidering,2.6,1.7764,10,"[5, 5, 5, 1, 2, 1, 1, 2, 1, 3]"
emptying,3.3,1.0593,10,"[4, 5, 1, 3, 4, 3, 4, 3, 3, 3]"
enduring,2.6667,1.6583,9,"[4, 5, 5, 2, 1, 1, 3, 2, 1]"
evolving,3.1111,1.5366,9,"[5, 2, 1, 3, 4, 1, 3, 4, 5]"
fashioning,2.8,1.6193,10,"[4, 5, 4, 1, 2, 2, 5, 1, 1, 3]"
fermenting,3.9,1.2867,10,"[4, 3, 3, 5, 5, 5, 4, 4, 5, 1]"
flickering,3.2,0.9189,10,"[3, 2, 2, 5, 3, 3, 4, 3, 3, 4]"
fraying,3.5,1.2693,10,"[3, 3, 1, 5, 5, 4, 2, 4, 4, 4]"
growing,3.3,1.6364,10,"[3, 1, 5, 5, 3, 2, 3, 1, 5, 5]"
hanging,3.4,0.5164,10,"[4, 3, 3, 3, 4, 4, 3, 3, 4, 3]"
hobbling,2.8,1.3166,10,"[2, 3, 5, 1, 4, 3, 2, 1, 4, 3]"
imagining,2.5,1.354,10,"[4, 3, 5, 1, 2, 3, 2, 1, 1, 3]"
lolling,2.3,0.9487,10,"[3, 3, 3, 1, 3, 1, 1, 3, 2, 3]"
misspelling,2.2,1.7512,10,"[4, 5, 5, 1, 2, 1, 1, 1, 1, 1]"
occurring,2.6,1.2649,10,"[4, 1, 1, 4, 4, 3, 1, 3, 3, 2]"
opening,2.7,0.6749,10,"[3, 3, 1, 3, 2, 3, 3, 3, 3, 3]"
perfecting,3.2,1.8135,10,"[4, 5, 5, 1, 2, 3, 5, 1, 1, 5]"
pushing,3.1,1.7288,10,"[4, 5, 1, 3, 1, 4, 5, 2, 1, 5]"
putrefying,3.9,1.4491,10,"[3, 1, 2, 5, 4, 5, 5, 4, 5, 5]"
rasping,3.1,1.1005,10,"[3, 5, 5, 2, 2, 2, 3, 3, 3, 3]"
receding,3.1,1.2867,10,"[3, 2, 4, 5, 5, 3, 1, 3, 2, 3]"
retracting,3.0,1.1547,10,"[2, 3, 5, 3, 3, 3, 4, 2, 1, 4]"
rolling,3.4,0.6992,10,"[3, 5, 3, 3, 4, 3, 3, 3, 3, 4]"
rotating,3.1,0.3162,10,"[3, 3, 3, 3, 4, 3, 3, 3, 3, 3]"
rotting,3.4,1.7764,10,"[2, 1, 1, 5, 5, 5, 2, 3, 5, 5]"
shushing,2.6,1.6465,10,"[3, 5, 1, 1, 4, 3, 5, 1, 1, 2]"
singing,2.5,1.6499,10,"[4, 5, 5, 1, 2, 1, 2, 1, 1, 3]"
slashing,2.6,1.5776,10,"[4, 5, 1, 2, 2, 2, 5, 1, 1, 3]"
slouching,1.9,1.1005,10,"[3, 2, 2, 1, 1, 3, 1, 1, 1, 4]"
snipping,3.3333,1.4142,9,"[4, 5, 4, 2, 4, 5, 1, 2, 3]"
sobering,2.6667,1.3229,9,"[5, 1, 1, 3, 4, 3, 2, 2, 3]"
splashing,3.4,1.075,10,"[3, 5, 3, 3, 1, 4, 4, 3, 4, 4]"
splintering,3.2,1.3984,10,"[3, 3, 1, 5, 4, 3, 5, 3, 4, 1]"
