unit,mean,std,n,individual_ratings
Amanda choked Jessica and so she chammed,2.0750,0.7252,80,"[3, 2, 3, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 3, 1, 2, 1, 1, 1, 3, 3, 2, 3, 2, 2, 2, 3, 2, 2, 1, 2, 3, 2, 3, 2, 2, 3, 2, 3, 3, 1, 2, 3, 2, 1, 2, 3, 2, 3, 2, 3, 1, 2, 3, 1, 2, 2, 3, 2, 3, 2, 1, 1, 3, 1, 2, 1, 2, 3, 1, 3, 2, 2, 2, 2, 2, 3, 3]"
Amanda delighted Jenny and so she zibbed,2.0750,0.6517,80,"[3, 2, 3, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 3, 2, 1, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 3, 2, 1, 2, 3, 3, 1, 2, 3, 1, 3, 2, 3, 1, 2, 3, 2, 2, 2, 3, 1, 3, 2, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3]"
Amy shook Justin and so he zadded,2.5625,0.6721,80,"[3, 2, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 1, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 1, 2, 2, 3, 2, 2, 3, 2, 3, 2, 1, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 1, 3, 3, 2, 3, 2, 3, 3, 3, 3, 1, 3, 2, 3, 3, 3, 1, 3, 3, 2, 3, 3, 3, 3, 2, 1, 3]"
Amy shook Kate and so she daxed,2.0769,0.6194,78,"[3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 3, 2, 1, 3, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 1, 3, 3, 3, 2, 3, 1, 3, 2, 3, 1, 3, 3, 2, 2, 2, 2, 3, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2]"
Angela healed Kim and so she ganned,2.0750,0.7252,80,"[3, 2, 3, 2, 2, 1, 1, 2, 2, 3, 2, 1, 2, 2, 3, 2, 1, 1, 1, 1, 3, 3, 3, 2, 3, 2, 2, 2, 3, 1, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 3, 3, 1, 2, 3, 3, 2, 2, 3, 1, 3, 2, 3, 1, 3, 3, 1, 2, 2, 3, 1, 3, 2, 1, 1, 2, 1, 2, 1, 2, 3, 2, 2, 2, 1, 2, 2, 2, 2, 3]"
Anne rocked Lisa and so she heafed,2.0750,0.6894,80,"[3, 2, 3, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 3, 3, 2, 1, 3, 2, 1, 2, 3, 2, 2, 2, 1, 2, 2, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 1, 2, 2, 3, 1, 3, 2, 2, 1, 3, 3, 2, 2, 2, 2, 1, 3, 2, 1, 1, 2, 1, 2, 1, 2, 2, 3, 2, 3, 2, 2, 3, 2, 1, 2]"
Ben bounced Amy and so he twibbed,2.5375,0.6151,80,"[3, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 2, 1, 2, 2, 3, 1, 3, 2, 3, 2, 3, 3, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 1, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 2, 2, 3, 3, 3, 1, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 2, 2]"
Ben bounced Eric and so he bicked,2.0633,0.6668,79,"[3, 2, 3, 2, 2, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3, 3, 3, 3, 1, 3, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 3, 3, 1, 2, 2, 2, 2, 2, 3, 1, 3, 1, 3, 1, 2, 3, 2, 2, 2, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 1, 3, 2, 3, 2, 2, 2, 2, 2, 2]"
Ben enjoyed Anne and so he kuped,2.5875,0.6501,80,"[3, 2, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 3, 2, 2, 3, 2, 3, 3, 1, 2, 3, 2, 2, 3, 3, 3, 3, 3, 3, 1, 3, 3, 1, 3, 2, 3, 3, 3, 3, 1, 3, 2, 3, 3, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 3]"
Ben enjoyed Diego and so he temmed,1.9747,0.7157,79,"[2, 2, 3, 2, 2, 2, 1, 2, 2, 3, 2, 2, 2, 2, 2, 3, 1, 2, 1, 1, 1, 3, 1, 1, 3, 2, 1, 2, 3, 2, 2, 2, 1, 2, 2, 3, 2, 2, 3, 3, 3, 1, 2, 3, 3, 2, 2, 3, 1, 3, 2, 3, 1, 2, 3, 1, 2, 2, 2, 1, 3, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 3, 2, 2, 2, 2, 2, 3]"
Brian dropped James and so he claffed,2.0125,0.7377,80,"[3, 2, 3, 2, 2, 1, 1, 1, 2, 2, 3, 1, 2, 3, 2, 2, 1, 2, 1, 1, 1, 3, 3, 1, 3, 2, 2, 2, 3, 2, 2, 1, 3, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 2, 3, 3, 1, 2, 3, 1, 3, 2, 2, 1, 3, 3, 2, 2, 2, 2, 1, 3, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 3, 2, 2, 2, 2, 1, 3]"
Brian saddened Eric and so he worved,2.0250,0.6931,80,"[3, 2, 3, 3, 2, 3, 2, 1, 1, 3, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 1, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 1, 3, 3, 1, 2, 2, 3, 1, 3, 2, 3, 1, 3, 3, 2, 2, 2, 3, 1, 3, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3]"
Chris irritated James and so he wurted,2.1375,0.7070,80,"[3, 2, 3, 1, 2, 3, 2, 1, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 2, 1, 3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 3, 2, 2, 3, 2, 3, 3, 1, 3, 3, 3, 2, 3, 3, 2, 3, 2, 3, 1, 3, 3, 1, 2, 2, 3, 1, 3, 2, 1, 1, 2, 1, 2, 1, 2, 3, 1, 2, 3, 2, 2, 1, 2, 2, 3]"
Chris stopped Jason and so he drazened,2.0256,0.6833,78,"[3, 2, 3, 2, 2, 3, 2, 1, 1, 2, 2, 2, 2, 2, 1, 3, 1, 1, 1, 1, 2, 3, 2, 3, 2, 1, 2, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 1, 3, 2, 3, 2, 2, 3, 1, 3, 2, 3, 1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2, 1, 1, 3, 2, 2, 2, 2, 2, 3, 2, 2, 3]"
Daniel quieted John and so he gutched,1.9750,0.6746,80,"[3, 2, 3, 2, 2, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 3, 1, 1, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 3, 2, 1, 2, 3, 1, 2, 2, 3, 1, 3, 2, 3, 1, 2, 3, 2, 2, 2, 3, 1, 3, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 3, 2, 2, 1, 2, 2, 3]"
David woke Joshua and so he hined,2.1125,0.6934,80,"[3, 2, 3, 3, 2, 3, 3, 2, 1, 2, 2, 3, 2, 2, 3, 2, 2, 1, 1, 3, 2, 3, 2, 1, 3, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 3, 3, 1, 3, 3, 3, 1, 2, 3, 2, 3, 1, 3, 1, 2, 3, 2, 2, 2, 3, 2, 3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Diego spun Justin and so he keefed,2.0250,0.6556,80,"[3, 2, 3, 1, 2, 3, 2, 1, 2, 2, 3, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 3, 2, 1, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 1, 2, 3, 3, 2, 2, 3, 1, 3, 2, 3, 1, 3, 3, 2, 2, 2, 2, 1, 3, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3]"
Heather slowed Liz and so she jassed,2.1000,0.6675,80,"[3, 2, 3, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2, 2, 2, 3, 1, 1, 1, 2, 1, 3, 2, 1, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 3, 3, 2, 3, 3, 2, 2, 2, 3, 1, 3, 3, 3, 1, 3, 3, 2, 2, 2, 2, 1, 3, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 3, 2, 2, 2, 2, 1, 3]"
Heather woke Robert and so she pummed,2.5316,0.6372,79,"[3, 2, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 2, 2, 3, 3, 3, 2, 2, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 1, 2, 3, 1, 3, 2, 2, 3, 3, 3, 1, 1, 2, 3, 3, 3, 1, 2, 3, 2, 2, 3, 3, 2, 2, 2, 3]"
Jason squeezed Michael and so he rorted,2.0125,0.6842,80,"[3, 2, 3, 3, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 3, 1, 1, 3, 2, 2, 2, 3, 2, 2, 2, 1, 2, 2, 2, 2, 2, 3, 2, 3, 3, 1, 2, 3, 2, 2, 2, 3, 2, 3, 2, 2, 1, 3, 3, 1, 2, 2, 2, 2, 3, 2, 1, 1, 2, 1, 2, 1, 1, 3, 1, 2, 2, 2, 2, 3, 2, 1, 2]"
Jenny twirled Maria and so she koomed,2.0750,0.6894,80,"[3, 2, 3, 2, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 3, 1, 1, 1, 1, 2, 3, 2, 1, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 3, 2, 2, 2, 3, 3, 1, 2, 3, 1, 3, 2, 3, 1, 3, 3, 2, 2, 2, 2, 2, 3, 2, 1, 1, 2, 1, 3, 3, 3, 2, 3, 2, 2, 2, 2, 1, 2, 2, 2]"
Jessica tickled Maria and so she seeched,2.0886,0.6639,79,"[3, 2, 3, 2, 2, 2, 1, 2, 2, 2, 2, 3, 2, 3, 2, 2, 1, 1, 1, 2, 2, 3, 2, 1, 3, 2, 2, 2, 3, 2, 2, 2, 1, 2, 3, 2, 2, 3, 2, 3, 3, 1, 3, 2, 1, 2, 2, 3, 1, 3, 2, 3, 1, 2, 3, 1, 2, 2, 2, 3, 3, 2, 1, 1, 2, 2, 2, 1, 3, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2]"
Liz nudged Justin and so she mimped,2.5250,0.6359,80,"[3, 2, 3, 2, 3, 2, 3, 3, 3, 2, 3, 3, 3, 2, 2, 2, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 1, 2, 2, 2, 3, 2, 3, 3, 1, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 2, 2, 2, 3, 3, 3, 3, 1, 1, 2, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 2, 2, 2, 3]"
