unit,mean,std,n,individual_ratings
A few boys who petted a dog hugged him yesterday at the dog pound.,2.7712,1.2704,118,"[4, 3, 3, 1, 4, 1, 3, 5, 4, 4, 3, 4, 1, 2, 4, 2, 5, 2, 4, 2, 3, 3, 2, 2, 3, 2, 4, 5, 3, 1, 5, 3, 3, 2, 5, 2, 3, 4, 2, 3, 1, 3, 4, 5, 1, 2, 1, 3, 3, 1, 2, 2, 2, 2, 4, 1, 2, 1, 4, 3, 1, 5, 2, 1, 4, 3, 4, 4, 4, 3, 1, 3, 1, 1, 5, 3, 1, 4, 2, 3, 1, 3, 4, 2, 5, 2, 1, 1, 2, 2, 3, 4, 4, 1, 3, 2, 3, 1, 1, 4, 3, 4, 2, 5, 2, 4, 3, 1, 4, 4, 4, 2, 2, 2, 4, 3, 5, 1]"
A few girls who were kissed by a boy at the party brought him to the next movie night.,3.2881,1.133,118,"[2, 4, 1, 2, 3, 2, 3, 5, 3, 3, 3, 4, 3, 3, 4, 3, 5, 3, 4, 3, 2, 5, 5, 5, 5, 1, 5, 5, 5, 3, 3, 4, 1, 4, 2, 2, 4, 2, 3, 4, 3, 5, 5, 4, 4, 4, 3, 3, 3, 2, 2, 2, 3, 4, 4, 3, 2, 4, 3, 2, 2, 2, 4, 3, 4, 3, 4, 4, 3, 2, 2, 4, 3, 5, 4, 4, 2, 4, 2, 2, 3, 4, 3, 5, 3, 2, 2, 1, 3, 1, 3, 4, 2, 2, 4, 3, 5, 4, 2, 3, 2, 5, 4, 2, 4, 4, 4, 5, 5, 3, 5, 5, 2, 4, 4, 2, 5, 3]"
A few lawyers discussed the case with their boss and made him finalize it the day after.,3.3898,0.996,118,"[4, 4, 2, 2, 2, 4, 3, 5, 3, 5, 3, 3, 3, 4, 3, 4, 5, 3, 4, 2, 2, 5, 2, 3, 5, 3, 2, 5, 4, 3, 4, 3, 4, 3, 5, 2, 4, 4, 4, 4, 2, 3, 4, 5, 3, 3, 2, 3, 4, 3, 2, 4, 2, 2, 3, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 4, 3, 4, 3, 3, 5, 4, 4, 3, 3, 4, 3, 3, 3, 5, 1, 4, 3, 2, 2, 4, 2, 4, 5, 2, 2, 3, 4, 4, 2, 2, 4, 4, 5, 3, 3, 2, 5, 2, 5, 5, 4, 3, 4, 3, 2, 5, 4, 5, 2]"
A few students met with the teacher at a coffeehouse and introduced him to the new dean of the university.,3.6639,1.1737,119,"[4, 2, 4, 3, 4, 5, 2, 4, 5, 5, 5, 3, 4, 4, 4, 5, 4, 2, 4, 1, 3, 1, 5, 4, 5, 4, 5, 5, 2, 5, 4, 1, 5, 4, 5, 2, 4, 4, 5, 4, 2, 4, 5, 5, 4, 4, 2, 2, 4, 5, 4, 3, 2, 3, 4, 5, 3, 4, 2, 3, 3, 5, 5, 4, 5, 2, 5, 5, 4, 4, 1, 2, 5, 5, 1, 2, 3, 4, 3, 2, 3, 4, 4, 3, 4, 5, 2, 2, 4, 3, 3, 3, 4, 4, 5, 3, 4, 4, 4, 2, 4, 3, 4, 2, 5, 2, 5, 4, 5, 3, 5, 4, 4, 4, 5, 5, 4, 5, 2]"
A friend of mine lent me his bicycle and borrowed my ball at the playground.,3.8136,1.0123,118,"[4, 4, 4, 3, 3, 4, 3, 4, 4, 5, 5, 4, 4, 3, 4, 4, 4, 2, 4, 2, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5, 3, 4, 4, 5, 2, 2, 4, 3, 5, 3, 5, 4, 4, 4, 3, 2, 3, 4, 3, 3, 4, 3, 4, 3, 4, 3, 4, 2, 3, 3, 4, 4, 2, 2, 5, 4, 5, 4, 3, 1, 4, 5, 5, 5, 4, 5, 5, 5, 3, 5, 4, 5, 1, 4, 4, 3, 3, 5, 3, 4, 5, 5, 2, 3, 4, 5, 3, 2, 3, 5, 4, 4, 4, 5, 5, 3, 5, 4, 4, 4, 2, 4, 4, 5, 4, 5, 3]"
A girl left the soccer field and came inside when it started to rain.,4.3333,0.8919,120,"[4, 5, 5, 2, 4, 5, 4, 5, 5, 5, 5, 5, 3, 4, 5, 4, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 4, 5, 4, 5, 4, 3, 4, 5, 3, 3, 4, 5, 5, 5, 2, 3, 4, 4, 5, 5, 4, 3, 5, 5, 5, 4, 5, 5, 3, 4, 5, 3, 4, 5, 4, 5, 5, 5, 4, 2, 5, 3, 5, 5, 5, 3, 5, 5, 3, 3, 5, 4, 5, 5, 5, 5, 5, 4, 4, 3, 5, 4, 5, 5, 5, 4, 5, 5, 4, 2, 4, 5, 5, 5, 4, 5, 5, 5, 5, 3, 5, 5, 3, 4, 3, 5, 4, 5, 2]"
Every babygirl was kissed by her mother on the cheek and cuddled her afterwards.,2.8814,1.2207,118,"[3, 2, 2, 2, 2, 1, 3, 4, 4, 2, 2, 3, 4, 4, 2, 1, 5, 2, 4, 3, 5, 5, 1, 3, 5, 3, 2, 2, 3, 2, 3, 5, 2, 2, 2, 1, 4, 3, 1, 5, 2, 3, 4, 5, 4, 2, 2, 4, 2, 2, 1, 4, 2, 1, 4, 4, 4, 4, 5, 3, 3, 3, 2, 2, 2, 5, 2, 4, 4, 3, 1, 2, 2, 2, 3, 5, 5, 2, 3, 3, 2, 2, 2, 3, 5, 2, 2, 1, 4, 2, 4, 3, 2, 2, 3, 3, 2, 2, 2, 2, 1, 4, 4, 4, 1, 2, 3, 5, 4, 1, 3, 4, 2, 4, 5, 2, 5, 2]"
Every banker who was now bonusless had lost it when the economy was bad.,2.8667,1.2794,30,"[2, 3, 3, 4, 5, 2, 4, 5, 2, 1, 1, 2, 2, 1, 1, 4, 3, 2, 2, 2, 3, 4, 4, 2, 4, 3, 5, 3, 5, 2]"
Every banker who was now jobless had lost it when the economy was bad.,3.4,1.07,30,"[2, 4, 4, 4, 4, 3, 5, 4, 4, 4, 3, 4, 4, 1, 3, 3, 3, 2, 5, 3, 3, 2, 4, 5, 2, 4, 4, 4, 1, 4]"
Every banker who was now without a bonus had lost it when the economy was bad.,3.5,1.1055,28,"[4, 1, 4, 3, 4, 4, 2, 4, 4, 4, 2, 3, 5, 4, 5, 5, 5, 5, 3, 3, 4, 2, 4, 2, 3, 4, 3, 2]"
Every banker who was now without a job had lost it when the economy was bad.,3.8,0.9248,30,"[4, 4, 5, 3, 5, 2, 4, 4, 4, 4, 4, 2, 5, 5, 3, 3, 4, 3, 3, 4, 2, 4, 5, 4, 4, 4, 3, 5, 3, 5]"
Every boy who brought his younger brother sent him to the grocery store to buy juice.,3.0932,1.191,118,"[2, 1, 1, 3, 4, 4, 3, 5, 5, 3, 1, 3, 3, 3, 3, 5, 5, 3, 2, 1, 5, 4, 5, 3, 4, 3, 5, 5, 3, 2, 2, 2, 3, 3, 4, 1, 4, 3, 2, 5, 2, 5, 4, 2, 4, 2, 1, 4, 4, 3, 5, 2, 2, 4, 4, 3, 4, 3, 3, 3, 2, 3, 2, 4, 5, 4, 4, 4, 2, 2, 4, 3, 2, 3, 4, 3, 2, 4, 3, 3, 2, 3, 1, 3, 4, 2, 3, 3, 4, 2, 2, 5, 4, 2, 3, 2, 5, 3, 2, 1, 1, 3, 4, 3, 1, 4, 4, 5, 3, 2, 4, 4, 1, 2, 4, 3, 5, 1]"
Every bricklayer who was helmetless had misplaced it at the construction site.,3.7667,1.1651,30,"[4, 4, 4, 4, 5, 4, 5, 5, 5, 2, 1, 5, 3, 4, 2, 3, 4, 5, 4, 2, 2, 5, 4, 2, 4, 4, 5, 4, 5, 3]"
Every bricklayer who was toolless had misplaced it at the construction site.,3.3333,0.9942,30,"[3, 4, 3, 3, 4, 3, 5, 2, 3, 3, 4, 3, 4, 5, 3, 4, 4, 2, 5, 3, 4, 4, 3, 5, 2, 4, 2, 2, 2, 2]"
Every bricklayer who was without a helmet had misplaced it at the construction site.,3.7143,0.9759,28,"[4, 2, 5, 3, 3, 5, 3, 3, 4, 3, 2, 4, 5, 5, 3, 5, 4, 4, 4, 3, 4, 3, 5, 2, 4, 5, 4, 3]"
Every bricklayer who was without a tool had misplaced it at the construction site.,3.3,1.3684,30,"[4, 4, 4, 2, 5, 2, 2, 4, 1, 3, 3, 3, 4, 3, 4, 1, 1, 3, 4, 4, 1, 4, 5, 5, 3, 4, 1, 5, 5, 5]"
Every businessman who owned a club had bought it before the economic crisis.,3.7333,0.8683,30,"[5, 4, 4, 3, 4, 5, 4, 4, 3, 2, 4, 4, 4, 2, 3, 4, 3, 4, 5, 3, 3, 4, 3, 5, 2, 4, 4, 4, 4, 5]"
Every businessman who owned a stock had bought it before the economic crisis.,4.1724,0.8892,29,"[4, 3, 4, 5, 5, 5, 5, 5, 5, 3, 5, 4, 2, 3, 5, 4, 5, 4, 3, 4, 5, 4, 4, 5, 3, 5, 3, 5, 4]"
Every businessman who was a club-owner had bought it before the economic crisis.,3.5714,1.0338,28,"[4, 2, 2, 3, 4, 4, 3, 5, 4, 2, 2, 4, 5, 5, 4, 4, 4, 4, 4, 3, 4, 2, 2, 3, 5, 5, 4, 3]"
Every businessman who was a stock-owner had bought it before the economic crisis.,3.9333,0.9803,30,"[4, 3, 4, 4, 5, 2, 4, 4, 2, 4, 4, 4, 5, 5, 4, 5, 2, 2, 4, 3, 3, 5, 5, 5, 5, 4, 4, 4, 4, 5]"
Every carpenter built a porch and destroyed the garage when he could not afford cars any longer.,3.0,1.2334,118,"[2, 3, 2, 3, 4, 1, 3, 5, 4, 1, 4, 4, 2, 2, 4, 5, 5, 2, 1, 2, 4, 1, 5, 4, 5, 2, 5, 5, 3, 3, 2, 1, 4, 1, 4, 2, 4, 2, 1, 4, 3, 4, 5, 5, 4, 4, 2, 3, 3, 3, 4, 3, 2, 1, 4, 3, 4, 2, 4, 3, 3, 4, 3, 2, 1, 3, 4, 4, 3, 3, 1, 2, 3, 5, 1, 3, 1, 3, 5, 2, 4, 4, 5, 2, 2, 4, 3, 2, 3, 2, 3, 2, 2, 3, 3, 5, 4, 2, 2, 2, 1, 3, 3, 2, 1, 2, 2, 3, 4, 3, 4, 3, 2, 4, 5, 4, 5, 1]"
Every chef who owned a mixing bowl had to sell it while looking for a new job.,3.6667,1.2954,30,"[3, 2, 3, 5, 5, 4, 5, 5, 5, 2, 2, 5, 4, 4, 3, 1, 4, 5, 5, 4, 3, 4, 4, 2, 4, 4, 5, 2, 5, 1]"
Every chef who owned an oven had to sell it while looking for a new job.,2.7667,0.9353,30,"[4, 3, 2, 3, 4, 3, 3, 2, 2, 2, 4, 2, 1, 3, 4, 2, 3, 2, 2, 3, 3, 1, 3, 5, 2, 3, 3, 3, 2, 4]"
Every chef who was a mixing-bowl-owner had to sell it while looking for a new job.,2.9667,1.0981,30,"[2, 1, 2, 2, 4, 2, 2, 3, 2, 5, 3, 3, 4, 5, 4, 4, 3, 3, 2, 3, 2, 3, 4, 4, 3, 3, 2, 3, 1, 5]"
Every chef who was an oven-owner had to sell it while looking for a new job.,3.0345,1.149,29,"[2, 4, 2, 2, 3, 4, 2, 5, 4, 2, 1, 2, 1, 5, 3, 3, 2, 4, 4, 2, 4, 3, 4, 3, 3, 4, 5, 3, 2]"
Every child who was fatherless had lost him in the war.,3.2857,1.384,28,"[5, 2, 1, 2, 2, 5, 2, 5, 3, 3, 1, 4, 3, 5, 2, 5, 1, 4, 4, 3, 5, 4, 3, 2, 3, 5, 5, 3]"
Every child who was friendless had lost him in the war.,3.1333,1.1666,30,"[4, 3, 5, 3, 2, 2, 4, 4, 4, 3, 2, 3, 5, 5, 4, 3, 2, 2, 2, 3, 2, 2, 3, 5, 2, 2, 1, 3, 4, 5]"
Every child who was without a father had lost him in the war.,3.3333,1.3218,30,"[5, 2, 4, 4, 4, 5, 4, 3, 1, 2, 5, 3, 4, 1, 4, 4, 4, 5, 5, 3, 3, 3, 2, 5, 2, 4, 4, 3, 1, 1]"
Every child who was without a friend had lost him in the war.,3.6667,1.373,30,"[5, 1, 5, 5, 5, 4, 5, 5, 5, 4, 1, 2, 3, 2, 5, 4, 2, 4, 5, 4, 2, 3, 5, 3, 4, 3, 5, 2, 5, 2]"
Every citizen who was carless had lost it during the recession.,3.3929,1.3149,28,"[3, 2, 1, 2, 4, 5, 3, 5, 4, 3, 1, 4, 5, 3, 1, 2, 4, 5, 4, 3, 4, 5, 4, 3, 2, 5, 5, 3]"
Every citizen who was houseless had lost it during the recession.,3.6,1.1326,30,"[4, 4, 5, 3, 5, 2, 2, 4, 2, 5, 3, 4, 5, 5, 3, 5, 3, 3, 3, 2, 2, 4, 4, 5, 4, 4, 2, 4, 2, 5]"
Every citizen who was without a car had lost it during the recession.,3.5862,1.1501,29,"[5, 2, 5, 2, 5, 2, 3, 4, 2, 3, 5, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 3, 5, 2, 4, 5, 5, 1, 4]"
Every citizen who was without a house had lost it during the recession.,3.7,1.2077,30,"[4, 2, 4, 4, 5, 3, 5, 5, 5, 4, 1, 2, 4, 2, 2, 4, 5, 4, 5, 2, 3, 4, 4, 4, 2, 5, 5, 3, 5, 4]"
Every fitness-addict who owned a dumbbell had a special place for it in the basement.,3.6429,1.0959,28,"[5, 4, 4, 3, 3, 2, 3, 3, 5, 5, 2, 5, 5, 5, 4, 3, 3, 4, 4, 3, 4, 4, 5, 2, 3, 5, 2, 2]"
Every fitness-addict who owned a treadmill had a special place for it in the basement.,4.0333,0.8899,30,"[5, 3, 5, 4, 5, 3, 4, 4, 4, 4, 3, 4, 5, 5, 3, 4, 3, 4, 4, 5, 3, 3, 5, 5, 5, 4, 2, 5, 3, 5]"
Every fitness-addict who was a dumbbell-owner had a special place for it in the basement.,3.6333,1.0662,30,"[3, 4, 2, 4, 5, 4, 4, 5, 5, 2, 2, 5, 4, 3, 2, 4, 4, 4, 4, 2, 3, 4, 4, 4, 2, 4, 5, 4, 5, 2]"
Every fitness-addict who was a treadmill-owner had a special place for it in the basement.,3.7,1.0554,30,"[5, 4, 4, 4, 4, 4, 5, 3, 3, 1, 4, 4, 4, 3, 4, 4, 4, 4, 5, 3, 2, 2, 4, 2, 2, 5, 5, 4, 4, 5]"
