unit,mean,std,n,individual_ratings
A few boys who petted a dog hugged him yesterday at the dog pound.,3.186,1.1863,129,"[4, 5, 5, 5, 4, 4, 5, 4, 1, 5, 2, 3, 4, 3, 3, 2, 5, 3, 4, 4, 4, 4, 2, 3, 5, 3, 3, 2, 2, 4, 4, 2, 2, 3, 4, 4, 3, 3, 2, 1, 1, 3, 3, 2, 4, 4, 2, 4, 4, 3, 5, 2, 5, 2, 5, 5, 4, 1, 2, 1, 2, 3, 4, 3, 4, 2, 4, 4, 3, 3, 4, 2, 1, 2, 4, 2, 2, 1, 3, 3, 2, 2, 2, 2, 4, 1, 4, 5, 4, 4, 4, 4, 2, 4, 3, 3, 4, 4, 2, 5, 4, 2, 5, 2, 4, 2, 3, 4, 2, 2, 1, 2, 3, 1, 2, 4, 4, 4, 4, 4, 4, 4, 5, 4, 5, 2, 2, 3, 5]"
A few girls who were kissed by a boy at the party brought him to the next movie night.,3.4419,1.0108,129,"[3, 3, 3, 5, 4, 4, 5, 4, 4, 5, 4, 3, 3, 3, 2, 4, 4, 3, 4, 4, 2, 4, 4, 4, 5, 5, 2, 5, 4, 4, 3, 5, 4, 3, 5, 2, 3, 3, 2, 3, 1, 3, 2, 2, 4, 1, 3, 4, 3, 5, 4, 2, 5, 4, 4, 4, 3, 3, 3, 4, 2, 3, 4, 2, 4, 5, 4, 4, 3, 3, 4, 3, 1, 2, 4, 4, 3, 3, 2, 5, 4, 4, 2, 3, 2, 3, 2, 4, 4, 4, 4, 1, 4, 4, 5, 3, 3, 4, 5, 4, 3, 4, 2, 4, 4, 2, 3, 4, 4, 2, 4, 3, 5, 2, 2, 4, 3, 3, 3, 3, 4, 5, 5, 4, 4, 4, 4, 2, 4]"
A few lawyers discussed the case with their boss and made him finalize it the day after.,3.8779,1.0702,131,"[5, 3, 2, 5, 5, 5, 5, 4, 1, 5, 4, 3, 4, 3, 3, 4, 5, 4, 5, 5, 4, 5, 2, 4, 5, 4, 4, 4, 5, 4, 3, 5, 5, 4, 5, 3, 2, 2, 4, 5, 4, 5, 2, 2, 5, 4, 3, 4, 4, 5, 5, 2, 5, 1, 5, 4, 4, 4, 4, 2, 3, 3, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 1, 5, 4, 3, 2, 4, 5, 5, 2, 5, 3, 5, 5, 4, 5, 5, 5, 4, 5, 2, 3, 4, 4, 4, 3, 4, 5, 4, 4, 5, 1, 5, 3, 5, 3, 3, 4, 5, 2, 5, 4, 5, 2, 2, 4, 4, 4, 4, 3, 4, 5, 3, 5, 4, 4, 4, 4, 4]"
A few students met with the teacher at a coffeehouse and introduced him to the new dean of the university.,4.1154,0.9894,130,"[5, 5, 3, 5, 4, 5, 5, 5, 3, 4, 3, 3, 5, 4, 3, 3, 5, 4, 4, 5, 5, 5, 5, 4, 5, 4, 4, 4, 5, 1, 4, 4, 4, 3, 5, 2, 3, 4, 4, 5, 2, 5, 4, 3, 5, 3, 4, 5, 5, 5, 5, 3, 5, 4, 5, 5, 4, 5, 5, 5, 5, 3, 2, 3, 4, 5, 4, 5, 5, 4, 5, 5, 3, 5, 5, 4, 2, 5, 4, 5, 5, 4, 4, 4, 5, 3, 5, 4, 3, 4, 5, 1, 1, 4, 4, 5, 4, 5, 5, 4, 5, 4, 5, 2, 4, 5, 4, 3, 5, 2, 2, 4, 4, 5, 4, 4, 5, 5, 5, 4, 4, 4, 5, 4, 5, 5, 4, 3, 4, 4]"
A friend of mine lent me his bicycle and borrowed my ball at the playground.,4.2422,0.8268,128,"[5, 4, 1, 5, 5, 4, 5, 4, 4, 5, 4, 5, 4, 5, 5, 5, 4, 3, 5, 2, 5, 5, 5, 5, 5, 4, 3, 4, 3, 5, 5, 4, 5, 5, 3, 3, 4, 4, 4, 2, 4, 5, 4, 5, 3, 5, 5, 5, 5, 5, 2, 5, 4, 5, 4, 5, 4, 4, 3, 4, 3, 4, 5, 4, 5, 4, 5, 4, 4, 4, 5, 5, 3, 5, 4, 3, 5, 4, 5, 4, 4, 4, 4, 5, 5, 5, 4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 4, 5, 4, 5, 4, 5, 5, 4, 5, 4, 4, 5, 2, 3, 4, 4, 4, 4, 5, 5, 4, 4, 4, 3, 5, 3, 3, 5, 4, 5, 4, 5]"
A girl left the soccer field and came inside when it started to rain.,4.7,0.6403,130,"[5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 4, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 4, 3, 5, 5, 5, 5, 4, 5, 5, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 4, 5, 2, 4, 5, 5, 5, 4, 5, 5, 4, 4, 5, 4, 5, 5, 3, 4, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
Every babygirl was kissed by her mother on the cheek and cuddled her afterwards.,3.2923,1.2797,130,"[4, 4, 5, 2, 4, 3, 5, 4, 1, 5, 4, 4, 2, 4, 2, 2, 3, 4, 5, 4, 4, 4, 2, 4, 5, 4, 2, 2, 2, 5, 5, 5, 2, 4, 4, 3, 1, 2, 4, 3, 2, 4, 5, 3, 4, 3, 5, 2, 5, 4, 3, 3, 2, 3, 4, 5, 4, 1, 2, 1, 4, 2, 4, 4, 3, 2, 3, 2, 1, 4, 2, 5, 4, 1, 5, 2, 2, 5, 4, 5, 4, 4, 4, 2, 2, 3, 4, 2, 2, 2, 5, 5, 2, 2, 5, 4, 1, 2, 5, 5, 2, 2, 5, 4, 5, 4, 2, 3, 5, 1, 2, 4, 5, 3, 3, 1, 4, 2, 1, 5, 4, 2, 4, 3, 1, 4, 4, 4, 3, 4]"
Every banker who was now bonusless had lost it when the economy was bad.,3.1364,1.0133,22,"[2, 3, 4, 4, 2, 4, 1, 2, 4, 1, 3, 3, 3, 4, 3, 5, 4, 3, 3, 4, 4, 3]"
Every banker who was now bonusless had lost them when the economy was bad.,3.0476,1.1329,21,"[4, 3, 4, 2, 1, 4, 1, 1, 4, 2, 5, 4, 2, 3, 3, 3, 4, 4, 3, 3, 4]"
Every banker who was now jobless had lost it when the economy was bad.,3.8182,1.1134,22,"[4, 4, 3, 4, 5, 5, 3, 2, 5, 5, 2, 4, 1, 5, 3, 4, 4, 3, 4, 4, 5, 5]"
