unit,mean,std,n,individual_ratings
ABBY,3.6552,1.267,29,"[3, 3, 3, 5, 2, 5, 5, 4, 1, 2, 4, 5, 5, 4, 4, 1, 3, 1, 5, 4, 5, 3, 4, 4, 3, 4, 5, 4, 5]"
ABDUCTION,4.8966,0.3045,29,"[5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
ABIDE,4.5,0.6708,30,"[4, 5, 5, 5, 5, 5, 5, 4, 5, 3, 3, 5, 4, 4, 5, 3, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 4, 5, 4, 4]"
ABIGAIL,4.1333,1.1175,30,"[5, 4, 5, 4, 3, 5, 4, 5, 5, 5, 5, 2, 3, 5, 3, 5, 4, 2, 5, 5, 5, 5, 5, 4, 3, 5, 4, 1, 5, 3]"
ABNER,2.7241,1.4832,29,"[3, 3, 5, 2, 2, 1, 4, 4, 1, 2, 1, 1, 1, 3, 5, 5, 3, 1, 5, 5, 2, 3, 2, 1, 5, 2, 1, 4, 2]"
ABSENT,4.8929,0.3093,28,"[5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
ABSOLVE,4.3103,1.0206,29,"[5, 1, 4, 5, 5, 5, 5, 4, 4, 4, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 3, 5, 4, 5, 5, 3]"
ABUNDANTLY,4.7586,0.5021,29,"[5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 3, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5]"
ACADEMIC,4.931,0.2534,29,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
ACCOMPLICE,4.6667,0.5963,30,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 3, 5, 4, 5, 5, 3, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 4, 4]"
ACCUMULATING,4.9,0.3,30,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5]"
ACHIEVEMENTS,4.9655,0.1825,29,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
ACONITUM,1.4138,0.8102,29,"[2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 5, 2, 1, 2, 1, 1]"
