unit,mean,std,n,individual_ratings
AIDS,4.3667,0.9481,30,"[4, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 4, 5, 5, 4, 5, 2, 2, 2, 5, 5, 3, 4, 5]"
Afghanistan,4.4,0.8406,30,"[3, 5, 4, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 4, 5, 3, 5, 3, 5, 4, 3, 5, 4, 3, 5, 5, 3, 5, 5, 5]"
Alan,2.9667,1.6017,30,"[3, 2, 5, 1, 5, 4, 5, 5, 5, 2, 5, 1, 5, 1, 5, 4, 2, 4, 3, 1, 5, 3, 1, 2, 2, 1, 1, 1, 2, 3]"
Alan Turing,2.1,1.2741,30,"[4, 2, 1, 1, 5, 1, 3, 1, 2, 2, 1, 4, 1, 1, 2, 1, 1, 1, 2, 1, 4, 3, 2, 1, 2, 4, 2, 5, 2, 1]"
Alaska,4.9667,0.1795,30,"[5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
Albuquerque,4.0345,1.129,29,"[3, 4, 5, 5, 5, 4, 5, 2, 5, 5, 5, 5, 5, 3, 5, 3, 3, 3, 5, 4, 5, 3, 3, 5, 1, 3, 5, 5, 3]"
Aleve,4.4333,1.0225,30,"[1, 5, 5, 3, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 4, 5, 5]"
Alexander Fleming,2.4667,1.147,30,"[2, 5, 1, 2, 3, 3, 2, 5, 4, 2, 3, 3, 1, 3, 2, 2, 3, 2, 4, 2, 1, 1, 3, 3, 1, 3, 1, 2, 4, 1]"
Alexander Ovechkin,2.0667,1.436,30,"[2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 5, 2, 1, 1, 2, 1, 1, 3, 2, 5, 5, 1, 5, 2, 5, 1, 2, 1, 2, 1]"
Alexander the Great,4.2,0.9092,30,"[5, 5, 5, 3, 5, 5, 5, 5, 3, 4, 5, 5, 3, 4, 3, 5, 4, 4, 5, 5, 3, 3, 5, 5, 4, 2, 5, 4, 4, 3]"
Alice,4.0667,1.3149,30,"[4, 5, 3, 5, 5, 1, 3, 1, 5, 5, 2, 5, 5, 1, 5, 5, 3, 5, 5, 5, 4, 5, 4, 5, 4, 3, 4, 5, 5, 5]"
Alice in Chains,3.7586,1.1643,29,"[5, 4, 5, 2, 5, 3, 2, 3, 5, 5, 5, 2, 3, 3, 5, 5, 4, 3, 4, 3, 5, 5, 3, 3, 5, 4, 3, 1, 4]"
All Saints' Day,3.4333,1.1743,30,"[5, 3, 3, 4, 5, 2, 5, 2, 5, 3, 5, 5, 5, 3, 2, 2, 1, 3, 4, 2, 3, 4, 3, 3, 2, 4, 5, 3, 3, 4]"
Allan,3.9333,1.3888,30,"[1, 5, 5, 3, 5, 5, 3, 3, 3, 1, 5, 5, 4, 1, 5, 5, 3, 5, 5, 4, 1, 5, 5, 5, 5, 3, 4, 5, 4, 5]"
Allen Iverson,3.2,1.579,30,"[5, 2, 5, 3, 3, 3, 5, 5, 1, 2, 1, 2, 3, 3, 2, 2, 5, 1, 4, 5, 1, 5, 5, 2, 4, 1, 5, 5, 5, 1]"
Alma,2.6667,1.422,30,"[4, 1, 2, 1, 4, 1, 1, 1, 5, 5, 2, 5, 1, 3, 1, 1, 3, 2, 3, 3, 5, 3, 3, 5, 2, 4, 2, 3, 3, 1]"
Alvin,3.5667,1.585,30,"[5, 1, 5, 3, 5, 5, 4, 3, 1, 4, 5, 5, 2, 5, 5, 1, 1, 5, 1, 5, 3, 3, 5, 4, 5, 2, 3, 5, 5, 1]"
Ambien,4.3333,1.075,30,"[5, 4, 5, 5, 5, 5, 5, 3, 3, 5, 2, 4, 5, 5, 3, 1, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 3]"
Amedeo Modigliani,1.6207,1.2152,29,"[4, 1, 1, 1, 2, 1, 1, 5, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 5, 2, 1, 1, 1, 2, 1, 1, 1]"
Anastasia,3.7,1.2689,30,"[3, 3, 5, 5, 2, 2, 4, 4, 4, 5, 5, 4, 5, 5, 3, 2, 5, 5, 1, 2, 4, 3, 5, 1, 3, 3, 4, 5, 5, 4]"
Andrea,2.8333,1.5934,30,"[1, 4, 5, 5, 5, 3, 3, 5, 1, 1, 5, 3, 3, 1, 2, 3, 5, 4, 3, 3, 1, 5, 2, 1, 1, 5, 2, 1, 1, 1]"
Andrew Johnson,3.9333,1.1235,30,"[5, 5, 3, 4, 3, 5, 5, 5, 5, 3, 2, 3, 5, 1, 3, 3, 4, 5, 4, 5, 5, 5, 3, 5, 5, 3, 3, 5, 3, 3]"
Andy Warhol,4.2,1.0132,30,"[4, 4, 4, 4, 5, 3, 3, 5, 5, 5, 1, 5, 5, 5, 4, 4, 3, 3, 5, 4, 5, 5, 4, 5, 5, 2, 4, 5, 5, 5]"
Angelica,2.8667,1.5649,30,"[4, 1, 3, 1, 5, 4, 2, 1, 5, 2, 5, 1, 5, 1, 5, 4, 2, 3, 3, 1, 5, 3, 1, 1, 2, 2, 5, 2, 2, 5]"
Angelina Jolie,4.8667,0.3399,30,"[5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5]"
Anne Boleyn,3.3333,1.4453,30,"[4, 3, 1, 4, 5, 3, 3, 5, 2, 5, 2, 5, 5, 1, 3, 3, 4, 2, 4, 4, 5, 4, 5, 1, 3, 1, 1, 5, 5, 2]"
Antarctica,4.8667,0.3399,30,"[5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5]"
Anthony Hopkins,4.4667,0.8055,30,"[5, 4, 5, 5, 3, 5, 5, 4, 5, 3, 5, 5, 4, 5, 4, 5, 5, 4, 5, 3, 5, 4, 5, 5, 4, 5, 2, 5, 5, 5]"
Antoinette,3.7,1.3204,30,"[4, 5, 2, 3, 5, 1, 3, 1, 3, 5, 5, 5, 5, 1, 3, 3, 3, 5, 4, 5, 5, 4, 4, 5, 3, 2, 5, 5, 4, 3]"
Ariel,3.4,1.4967,30,"[3, 4, 5, 5, 3, 3, 3, 5, 4, 1, 5, 5, 3, 1, 4, 2, 5, 4, 5, 3, 5, 5, 2, 2, 1, 5, 2, 1, 1, 5]"
Aristotle,4.1,1.1358,30,"[3, 4, 3, 4, 3, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 4, 4, 4, 3, 5, 1, 2, 5, 5, 2, 5, 5]"
Arnold Schwazenegger,4.9333,0.2494,30,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5]"
Arturo,2.2667,1.2893,30,"[1, 4, 2, 2, 1, 1, 2, 5, 5, 2, 5, 3, 4, 1, 1, 1, 2, 2, 2, 1, 4, 1, 1, 2, 1, 2, 2, 3, 3, 2]"
Ascorbic Acid,3.3667,1.2512,30,"[3, 4, 4, 1, 4, 5, 3, 2, 4, 4, 3, 3, 5, 5, 2, 5, 2, 1, 3, 3, 5, 4, 3, 2, 5, 5, 3, 3, 1, 4]"
Ash Wednesday,3.6429,1.2877,28,"[2, 4, 5, 5, 3, 5, 2, 5, 4, 5, 5, 5, 4, 3, 1, 2, 5, 3, 4, 5, 3, 5, 2, 2, 5, 3, 3, 2]"
Atari,4.7667,0.7608,30,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 2]"
Aurora,3.8333,1.3683,30,"[2, 2, 3, 3, 5, 5, 3, 4, 4, 1, 4, 4, 5, 1, 5, 5, 4, 5, 5, 4, 1, 5, 2, 5, 5, 3, 5, 5, 5, 5]"
Babe Ruth,4.4333,0.8825,30,"[5, 5, 5, 5, 5, 4, 5, 3, 4, 5, 2, 4, 5, 5, 2, 4, 5, 5, 5, 5, 5, 5, 3, 5, 5, 4, 4, 5, 5, 4]"
Barbados,3.9655,1.1592,29,"[5, 3, 5, 3, 5, 3, 5, 3, 2, 5, 2, 4, 4, 5, 3, 5, 5, 1, 5, 4, 5, 4, 5, 5, 3, 3, 5, 5, 3]"
Barbra Streisand,4.5862,0.7664,29,"[5, 5, 5, 5, 5, 5, 5, 3, 3, 2, 4, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4]"
Barry Sanders,3.2333,1.585,30,"[1, 5, 5, 3, 3, 5, 2, 5, 2, 1, 5, 5, 2, 5, 3, 4, 5, 4, 1, 2, 1, 3, 5, 4, 1, 5, 5, 2, 1, 2]"
