unit,mean,std,n,individual_ratings
abacus,4.666666667,2.098999071,24,
abdomen,5.434782609,1.996043517,23,
abdominal,3.92,2.271563338,25,
abduct,1.791666667,1.693444308,24,
abide,1.76,1.392838828,25,
ablaze,2.08,1.605199884,25,
able,1.72,1.1,25,
aboard,1.76,1.331665624,25,
abode,3.434782609,2.085144141,23,
abort,1.541666667,1.178767472,24,
about,1.416666667,0.829702234,24,
above,1.4,0.816496581,25,
abrasion,2.304347826,1.520609406,23,
abrasive,1.814814815,1.241495284,27,
abroad,1.814814815,1.732873049,27,
abscess,3.904761905,1.70014005,21,
absent,1.47826087,0.897955517,23,
absinthe,4.590909091,2.0853021,22,
absorb,2.12,1.53622915,25,
absorbent,2.0,1.444630237,24,
abuse,2.321428571,1.806440565,28,
abyss,1.962962963,1.372294022,27,
academy,2.791666667,1.768791449,24,
accelerator,4.037037037,2.42552899,27,
accent,2.423076923,1.921938124,26,
accept,2.041666667,2.053187695,24,
access,2.47826087,1.702126083,23,
accessory,4.72,1.744515214,25,
accident,2.818181818,2.281110081,22,
accordion,5.826086957,1.466355219,23,
account,2.0,1.414213562,23,
accountant,4.666666667,2.140025735,24,
ace,3.166666667,1.992740448,24,
acetylene,2.666666667,1.495090003,18,
ache,2.913043478,2.172410548,23,
aching,1.961538462,1.708350531,26,
acid,3.111111111,1.783111656,27,
acidic,2.083333333,1.585715218,24,
acne,4.391304348,1.827545061,23,
acorn,5.28,1.791647287,25,
acquire,1.608695652,1.233587909,23,
acre,2.217391304,1.475759334,23,
acrid,1.8,1.472555959,20,
acrobat,5.043478261,1.845837107,23,
acrobatics,2.44,2.180978374,25,
action,2.590909091,2.015631554,22,
active,1.888888889,1.502135232,27,
actor,4.739130435,1.737746485,23,
actress,4.92,1.754042949,25,
actuality,1.692307692,1.378962821,26,
acupuncture,5.285714286,1.882810013,28,
ad,2.2,1.443375673,25,
adapter,4.583333333,1.931808494,24,
add,2.285714286,1.511857892,28,
addict,4.391304348,1.900696773,23,
addition,1.785714286,1.571909498,28,
additive,3.52173913,2.019666156,23,
address,1.833333333,1.274044115,24,
adhere,2.08,1.869046103,25,
adhesive,3.541666667,2.08470969,24,
adjacent,1.92,1.630950643,25,
adjourn,2.041666667,1.517411029,24,
adjust,1.875,1.226961606,24,
administer,2.958333333,2.255026591,24,
administration,2.24,1.3,25,
administrator,3.652173913,1.92137961,23,
admiral,4.173913043,2.228986193,23,
admission,2.333333333,2.038098661,27,
adobe,3.142857143,1.532712089,28,
adrift,1.888888889,1.423250163,27,
adult,5.409090909,1.816828501,22,
adulteress,4.208333333,1.977683464,24,
advance,1.68,0.945163125,25,
advantage,2.0,1.718249386,22,
adventurer,3.185185185,1.732873049,27,
advertisement,3.652173913,2.080399779,23,
advertiser,3.576923077,2.138655221,26,
advertising,2.379310345,1.801067007,29,
advice,2.125,1.727337735,24,
adviser,4.083333333,2.185260241,24,
advisor,4.347826087,1.773765785,23,
aerosol,3.8,1.779513042,25,
afar,1.16,0.553774924,25,
affidavit,3.607142857,1.499117906,28,
afford,1.52,1.194431524,25,
aflame,2.19047619,1.66189794,21,
afloat,1.333333333,0.733799386,27,
afraid,1.333333333,0.868114732,24,
afro,4.52,1.98158186,25,
after,1.346153846,1.19807538,26,
afterbirth,3.333333333,2.119611668,24,
aftershave,5.375,1.951866442,24,
age,1.76,1.42243922,25,
agency,3.130434783,2.051703235,23,
agent,3.84,1.907878403,25,
agility,2.52,1.917463602,25,
agriculture,2.434782609,1.700964618,23,
ahead,1.4,0.763762616,25,
aid,2.875,2.006781979,24,
aide,3.083333333,1.767254482,24,
aides,3.28,2.18936825,25,
ailment,3.0,2.121320344,25,
aim,1.96,1.540562668,25,
air,3.791666667,2.431302508,24,
airbase,3.444444444,1.783111656,27,
aircraft,4.925925926,1.79584833,27,
aircraftsman,4.52,2.023198787,25,
aircrew,3.72,1.860107524,25,
airfield,3.541666667,1.382473104,24,
airflow,2.434782609,1.440520328,23,
airlift,2.652173913,1.640639999,23,
airliner,3.826086957,1.96912934,23,
airman,4.36,1.729161647,25,
airplane,4.625,1.883855898,24,
airport,4.130434783,1.659801407,23,
airspace,2.333333333,1.685401943,24,
airstrip,2.92,1.730125236,25,
airway,3.130434783,1.791503884,23,
aisle,3.0,2.093947321,27,
alabaster,2.909090909,2.136064269,22,
alarm,3.291666667,1.756458063,24,
albacore,4.157894737,1.772103518,19,
albatross,3.8,2.092593455,20,
albino,3.444444444,1.967687697,27,
album,5.791666667,1.318073913,24,
alchemist,3.260869565,2.280697487,23,
alcohol,5.833333333,1.464557113,24,
alcoholic,2.625,1.97401599,24,
ale,4.962962963,1.786304339,27,
alehouse,3.416666667,1.954185401,24,
alert,1.84,1.491084616,25,
alfalfa,5.045454545,1.838147948,22,
algae,4.458333333,2.021174146,24,
align,1.72,1.275408431,25,
alive,2.0,1.719453907,24,
all,2.130434783,1.961083834,23,
allergen,3.269230769,2.164397234,26,
allergy,2.80952381,2.135861597,21,
alley,4.142857143,1.671421788,28,
alleyway,3.47826087,2.107768428,23,
alligator,3.608695652,2.189627001,23,
alloy,3.5,2.249444376,26,
allspice,4.086956522,2.193234297,23,
ally,3.185185185,2.094627506,27,
almanac,5.5,1.371478174,22,
almond,5.714285714,1.677583296,21,
aloft,1.769230769,1.422889801,26,
alone,2.208333333,1.887698545,24,
aloof,1.958333333,1.706233244,24,
aloud,1.708333333,1.334465099,24,
alpaca,3.826086957,2.081349517,23,
alphabet,2.52,1.758787461,25,
alphabetically,1.72,1.339153962,25,
altar,4.782608696,1.622470668,23,
altarpiece,4.80952381,1.749829924,21,
alter,3.36,2.099206199,25,
alternator,3.956521739,2.142179452,23,
alto,2.736842105,2.130260945,19,
aluminum,5.083333333,1.665941871,24,
am,1.727272727,1.517573821,22,
amateur,2.52,1.503329638,25,
ambassador,4.2,2.101586702,25,
amber,2.916666667,1.909169331,24,
ambidextrous,2.909090909,2.38864558,22,
amble,1.851851852,1.536822489,27,
ambulance,5.0,1.930614598,23,
ambush,2.071428571,1.719788347,28,
amethyst,3.791666667,2.186503396,24,
ammo,5.32,1.749285568,25,
