unit,mean,std,n,individual_ratings
asleep,5.90909091,,,
awake,7.39,,,
bad,6.00625,,,
better,5.41,,,
big,6.481818182,,,
black,6.571428571,,,
blue,5.44,,,
broken,6.85,,,
brown,6.014285714,,,
cold,6.85,,,
cute,7.375,,,
dark,6.563636364,,,
dirty,6.4,,,
empty,6.22,,,
fast,7.45,,,
fine,5.084615384,,,
first,6.67,,,
full,7.107142857,,,
gentle,7.878571429,,,
good,6.335714286,,,
green,6.49,,,
happy,7.369230769,,,
hard,8.823076923,,,
heavy,6.49,,,
high,7.872727272,,,
hot,7.3,,,
hungry,6.657142857,,,
hurt,6.31,,,
last,6.053846154,,,
little,6.535,,,
long,5.581818182,,,
loud,6.58,,,
mad,6.16,,,
naughty,5.86,,,
new,5.242857143,,,
nice,6.23125,,,
noisy,6.76,,,
old,6.64,,,
other,5.425,,,
poor,4.42,,,
pretty,7.3,,,
quiet,6.4,,,
red,7.15,,,
sad,7.092307692,,,
same,5.5,,,
scared,6.746153847,,,
sick,7.3,,,
sleepy,6.775,,,
slow,6.972727272,,,
soft,7.6,,,
sticky,8.135714286,,,
stuck,6.925,,,
thirsty,7.088235294,,,
tiny,8.527272728,,,
tired,5.65,,,
wet,7.525,,,
white,5.95,,,
windy,8.56,,,
yellow,5.95,,,
yucky,8.615384616,,,
bye,6.925,,,
hello,7.39,,,
hi,6.22,,,
no,8.03125,,,
thanks,6.775,,,
yes,7.525,,,
a,5.915384616,,,
about,5.41,,,
above,6.45625,,,
after,6.175,,,
all,5.41,,,
am,6.025,,,
an,4.921428571,,,
and,6.00625,,,
another,5.605882353,,,
any,5.21875,,,
are,4.69,,,
around,6.04,,,
at,5.35,,,
away,6.175,,,
be,5.846153847,,,
because,5.692857143,,,
before,5.05,,,
behind,6.890909091,,,
but,5.5,,,
by,5.745454546,,,
could,4.190909091,,,
did,5.92,,,
do,6.261538461,,,
does,4.96,,,
down,7.218181818,,,
each,6.1,,,
every,5.725,,,
for,4.24,,,
gonna,5.14,,,
gotta,5.5,,,
he,6.452941176,,,
her,6.13,,,
here,5.32,,,
hers,6.592857143,,,
him,6.025,,,
his,6.029411765,,,
how,5.915384616,,,
I,8.363636364,,,
if,6.072727272,,,
in,6.815384616,,,
inside,6.31,,,
into,4.758823529,,,
is,5.371428571,,,
it,6.4,,,
later,5.23,,,
lemme,4.69,,,
me,6.04,,,
mine,6.85,,,
more,6.5125,,,
much,5.875,,,
my,6.85,,,
none,6.25,,,
not,6.746153847,,,
now,6.815384616,,,
of,5.707692308,,,
off,7.21,,,
on,6.325,,,
our,4.681818182,,,
out,6.330769231,,,
over,6.22,,,
she,6.142857143,,,
so,6.318181818,,,
some,5.95,,,
that,5.44375,,,
the,5.885714286,,,
their,4.6,,,
them,4.876923077,,,
then,5.66875,,,
there,5.915384616,,,
these,5.307142857,,,
they,5.90909091,,,
this,5.62,,,
those,5.745454546,,,
to,5.125,,,
too,6.4,,,
try,5.235294118,,,
under,6.558823529,,,
up,6.7,,,
us,4.807692308,,,
wanna,5.8,,,
was,4.75,,,
we,6.785714286,,,
were,6.04,,,
what,5.628571429,,,
when,4.4875,,,
where,4.763636364,,,
which,5.581818182,,,
who,6.7375,,,
why,6.192307692,,,
will,5.692857143,,,
with,6.55,,,
would,3.61,,,
you,5.14,,,
your,5.5,,,
yourself,5.8,,,
alligator,6.481818182,,,
animal,4.66,,,
ankle,5.92,,,
ant,6.04,,,
apple,5.575,,,
arm,5.68,,,
aunt,5.68,,,
baby,7.507692308,,,
back,5.86,,,
ball,6.175,,,
balloon,7.042857143,,,
banana,6.4,,,
basement,6.236363636,,,
basket,5.35,,,
bat,5.638461539,,,
bath,5.77,,,
beach,5.307142857,,,
beads,6.80909091,,,
beans,5.8375,,,
bear,5.275,,,
bed,5.875,,,
bee,6.890909091,,,
belt,6.58,,,
bench,4.675,,,
bib,5.575,,,
bird,6.154545454,,,
blanket,5.605882353,,,
block,7.685714286,,,
boat,6.528571429,,,
book,5.581818182,,,
boots,5.86,,,
bottle,5.95,,,
bowl,6.85,,,
box,6.00625,,,
boy,7.03,,,
bread,5.8,,,
breakfast,6.325,,,
broom,6.014285714,,,
brother,5.86,,,
brush,7.054545454,,,
bubbles,7.75,,,
bucket,5.023529412,,,
bug,7.21,,,
bunny,5.86,,,
bus,4.664285714,,,
butter,5.990909091,,,
buttocks,5.725,,,
button,5.95,,,
cake,5.915384616,,,
camera,6.7,,,
camping,6.072727272,,,
candy,6.505882353,,,
car,5.92,,,
carrots,5.95,,,
cat,5.984615384,,,
cereal,5.692857143,,,
chair,5.55625,,,
chalk,6.072727272,,,
cheek,6.67,,,
cheerios,7.225,,,
cheese,5.172727272,,,
child,6.34,,,
chin,6.7,,,
chocolate,5.990909091,,,
church,5.569230769,,,
circus,6.04,,,
clock,6.05,,,
closet,6.79375,,,
cloud,6.4,,,
clown,5.638461539,,,
coat,4.78,,,
coffee,6.67,,,
coke,6.4,,,
comb,5.44,,,
cookie,5.90909091,,,
corn,5.776923077,,,
couch,5.35,,,
country,5.023529412,,,
cow,6.80909091,,,
cracker,6.025,,,
crayon,6.236363636,,,
crib,5.129411765,,,
cup,6.884615384,,,
daddy,6.785714286,,,
day,5.361538461,,,
deer,5.1,,,
diaper,5.254545454,,,
dinner,5.736842106,,,
dish,6.175,,,
doctor,6.94,,,
dog,6.645454546,,,
doll,5.114285714,,,
donkey,6.257894737,,,
donut,5.663636364,,,
door,6.645454546,,,
drawer,4.669230769,,,
dress,5.5,,,
dryer,6.9,,,
duck,5.77,,,
ear,6.49,,,
egg,7.136363636,,,
elephant,7.428571429,,,
eye,6.4,,,
face,5.745454546,,,
farm,5.405263158,,,
feet,5.821428571,,,
finger,5.663636364,,,
flag,4.792857143,,,
flower,5.425,,,
food,6.464285714,,,
fork,6.236363636,,,
friend,6.236363636,,,
frog,7.463636364,,,
game,5.56,,,
garage,5.62,,,
garbage,5.8,,,
garden,5.33125,,,
giraffe,4.428571429,,,
girl,6.072727272,,,
glass,6.22,,,
glasses,5.875,,,
gloves,4.51,,,
glue,6.04,,,
goose,5.707692308,,,
grapes,4.76875,,,
grass,6.49,,,
gum,6.94,,,
hair,5.125,,,
hamburger,5.178571429,,,
hammer,6.746153847,,,
hand,5.85,,,
hat,6.815384616,,,
head,6.11875,,,
hen,5.90909091,,,
home,7.3,,,
horse,5.172727272,,,
hose,6.078571429,,,
house,5.90909091,,,
ice,6.078571429,,,
jacket,5.95,,,
jar,5.915384616,,,
jeans,5.5,,,
jello,7.525,,,
jelly,6.94,,,
juice,6.053846154,,,
keys,6.34375,,,
kitchen,5.447058824,,,
kitty,5.5,,,
kleenex,8.11,,,
knee,5.62,,,
knife,5.971428572,,,
ladder,6.746153847,,,
lady,5.430769231,,,
lamb,5.875,,,
lamp,5.564285714,,,
leg,5.784210527,,,
light,6.31,,,
lion,5.182352942,,,
lips,7.576923077,,,
lollipop,6.7,,,
lunch,5.95,,,
man,6.082352942,,,
meat,5.68,,,
medicine,6.645454546,,,
melon,5.307142857,,,
milk,6.16,,,
mittens,5.5,,,
mommy,6.76,,,
money,4.96,,,
monkey,5.757142857,,,
moon,5.59,,,
moose,5.77,,,
mop,7.13125,,,
morning,3.88,,,
mouse,5.5,,,
mouth,6.7,,,
movie,5.757142857,,,
muffin,6.469230769,,,
nail,5.663636364,,,
napkin,5.00909091,,,
night,6.481818182,,,
noodles,7.042857143,,,
nose,5.725,,,
nurse,6.4,,,
nuts,5.990909091,,,
oven,5.62,,,
