unit,mean,std,n,individual_ratings
"After the car had been fixed, the mechanic took a break.",6.5286,0.7506,70,"[5, 6, 6, 7, 6, 7, 6, 5, 7, 6, 6, 7, 6, 7, 7, 7, 7, 7, 6, 7, 7, 6, 7, 7, 6, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 5, 6, 7, 7, 7, 6, 6, 7, 6, 7, 7, 7, 3, 7, 7, 5, 6, 7, 7, 7, 7, 7, 6, 7, 7, 7, 5, 7, 7, 7, 7, 6, 6, 7, 7]"
"After the secret had been disclosed, everybody was relieved.",6.2571,1.1172,70,"[6, 7, 6, 7, 7, 7, 6, 2, 7, 6, 6, 7, 6, 7, 6, 7, 7, 6, 7, 6, 6, 6, 6, 7, 7, 5, 7, 7, 7, 7, 7, 7, 6, 7, 4, 4, 7, 7, 7, 6, 7, 7, 7, 6, 7, 5, 3, 7, 6, 6, 6, 7, 6, 5, 7, 7, 7, 5, 7, 7, 6, 2, 7, 7, 7, 6, 6, 5, 7, 7]"
"After the session was postponed for, the delegates left the building.",3.5606,1.6618,66,"[5, 5, 5, 3, 2, 3, 1, 4, 5, 6, 5, 5, 3, 5, 3, 3, 2, 6, 4, 3, 3, 5, 3, 2, 2, 5, 6, 1, 7, 5, 3, 3, 3, 3, 2, 6, 3, 2, 2, 1, 2, 2, 2, 6, 2, 5, 5, 3, 1, 3, 7, 3, 2, 4, 6, 5, 2, 3, 1, 2, 4, 7, 2, 2, 3, 6]"
"After the visitors were scared, the children hid.",4.6761,1.4706,71,"[5, 3, 6, 7, 2, 6, 1, 4, 6, 4, 5, 5, 5, 4, 6, 2, 6, 5, 5, 6, 6, 6, 5, 4, 5, 5, 4, 6, 3, 5, 3, 6, 6, 3, 2, 3, 2, 6, 6, 5, 6, 5, 6, 5, 3, 6, 2, 3, 5, 4, 5, 2, 4, 3, 7, 5, 6, 3, 6, 6, 6, 2, 4, 7, 6, 4, 5, 5, 5, 5, 7]"
Angela antagonized the bureaucrat who distributed reimbursement forms.,5.4706,1.2423,17,"[2, 7, 5, 6, 6, 5, 7, 5, 6, 6, 6, 6, 5, 3, 6, 6, 6]"
Angela coerced the bureaucrat into distributing reimbursement forms.,6.0,0.9701,17,"[7, 4, 7, 6, 5, 7, 7, 7, 5, 7, 6, 4, 6, 6, 6, 6, 6]"
"Because the house was painted under, the racoons avoided it.",4.0746,1.6236,67,"[5, 5, 6, 5, 2, 7, 1, 2, 3, 5, 7, 5, 6, 4, 5, 6, 2, 5, 3, 3, 5, 3, 6, 3, 5, 6, 5, 4, 3, 3, 2, 2, 3, 3, 7, 4, 3, 3, 5, 3, 2, 4, 2, 5, 6, 6, 3, 4, 5, 3, 3, 7, 3, 2, 3, 6, 3, 3, 6, 5, 1, 7, 5, 2, 2, 4, 6]"
"Before the forrest was cleaned in front of, it looked like a jungle.",3.2576,1.6172,66,"[6, 5, 5, 2, 3, 3, 1, 4, 2, 5, 2, 5, 5, 3, 2, 2, 2, 2, 5, 3, 3, 3, 3, 3, 1, 2, 2, 6, 7, 6, 1, 2, 1, 2, 1, 3, 3, 5, 3, 5, 5, 1, 3, 3, 3, 3, 1, 3, 5, 5, 6, 2, 3, 7, 3, 3, 2, 3, 1, 3, 2, 3, 2, 3, 4, 7]"
Brenda helped the farmer to raise horses.,6.5294,0.6056,17,"[6, 6, 7, 6, 7, 7, 7, 7, 6, 5, 6, 7, 7, 7, 6, 7, 7]"
Brenda helped the farmer who raised horses.,6.25,1.0308,16,"[6, 5, 6, 7, 7, 6, 3, 7, 7, 7, 7, 6, 6, 6, 7, 7]"
