unit,mean,std,n,individual_ratings
abattoir,4.652,1.549,23,
abbey,5.121,1.629,33,
abbreviate,2.667,1.7,33,
abdicate,4.679,1.441,28,
abdication,5.083,1.351,24,
abdomen,3.529,1.48,34,
abdominal,3.788,1.451,33,
abduct,4.438,1.368,32,
abducted,5.161,1.648,31,
abduction,5.059,1.533,34,
aberration,4.72,1.662,25,
abide,4.033,1.354,30,
ability,5.029,1.2,34,
able,4.4,1.642,35,
abode,4.148,1.079,27,
abortion,4.939,1.757,33,
abroad,5.5,1.312,34,
abrupt,4.4,1.314,35,
absorb,3.719,1.281,32,
abstract,4.324,1.548,34,
absurd,4.531,1.145,32,
absurdly,4.727,1.052,33,
abundance,6.143,0.96,35,
abundant,5.758,1.326,33,
abuse,4.743,1.679,35,
abuser,5.486,1.402,35,
abyss,6.242,1.016,33,
academic,5.515,1.131,33,
accelerate,4.849,1.329,33,
accent,4.029,1.071,34,
accept,4.4,1.052,30,
acceptance,5.343,1.17,35,
access,3.879,1.066,33,
accident,4.971,1.276,35,
accidental,4.029,1.317,34,
accordion,3.543,1.518,35,
accountant,3.966,1.377,29,
accuse,4.967,1.329,30,
accused,4.314,1.326,35,
ace,4.182,1.604,33,
ache,3.613,1.36,31,
aches,3.968,1.47,31,
achieve,5.233,1.334,30,
achieved,5.343,1.194,35,
achievement,5.71,1.325,31,
acorn,1.879,1.451,33,
acquire,4.086,1.105,35,
acrobat,3.618,1.164,34,
activate,4.212,1.122,33,
active,4.774,1.385,31,
activity,4.429,1.05,35,
actor,4.455,1.373,33,
actress,4.147,1.216,34,
actual,4.206,1.301,34,
actually,4.029,1.014,34,
acute,2.677,1.49,34,
adage,3.647,1.026,17,
adapt,4.2,1.116,35,
add,3.714,1.504,35,
addict,4.771,1.514,35,
addicted,5.484,1.317,31,
addition,4.314,1.063,35,
address,3.912,1.292,34,
address (postal),3.471,1.419,34,
address (speak to),4.171,1.502,35,
adequate,3.794,1.301,34,
adjective,3.455,1.479,33,
adjust,3.758,1.129,33,
admiral,4.909,1.379,33,
admire,4.625,0.781,32,
admired,4.971,1.098,34,
adopt,4.452,1.131,31,
adorable,4.31,1.556,29,
adore,4.936,1.294,31,
adult,4.452,1.103,31,
adultery,5.324,1.254,34,
adults,4.571,1.44,35,
advanced,5.088,1.222,34,
advantage,5.258,0.983,31,
adventure,6.118,0.993,34,
adverb,3.147,1.517,34,
adverse,4.765,1.395,34,
adversity,5.167,1.267,30,
advice,4.212,1.365,33,
advise,4.323,1.089,31,
advisor,4.061,1.099,33,
advisors,4.71,1.053,31,
aeroplane,5.882,1.623,34,
afar,4.471,1.719,34,
affair,4.758,1.371,33,
affect,4.242,1.256,33,
affection,5.441,1.241,34,
affectionate,5.471,0.776,34,
afford,4.273,1.309,33,
affordable,3.588,1.115,34,
afraid,5.265,1.196,34,
after,3.971,1.134,35,
afterlife,5.849,1.351,33,
age,4.471,1.5,34,
aged,4.424,1.759,33,
agent,4.017,1.133,60,
aggression,5.484,1.341,31,
aggressive,5.226,1.313,31,
agile,3.771,1.375,35,
agility,4.206,1.324,34,
agony,5.515,1.131,33,
agree,4.727,1.213,33,
agreement,4.879,1.343,33,
aid,4.455,1.157,33,
aim,4.206,1.255,34,
aim (objective),4.5,1.399,34,
aim (target),3.686,1.617,35,
air,4.75,2.208,32,
airplane,5.735,1.852,34,
airport,5.719,1.375,32,
aisle,3.781,1.111,32,
albatross,4.206,1.585,63,
album,2.875,1.341,32,
alcohol,4.171,1.363,35,
alcoholic,4.571,1.536,35,
alert,4.966,1.299,29,
algebra,4.0,1.541,32,
alien,4.529,1.118,34,
alimony,4.667,1.089,27,
alive,5.714,1.406,35,
all,5.839,1.588,31,
allergy,4.059,1.11,34,
alley,3.429,1.661,35,
alligator,4.765,1.783,34,
allow,4.059,1.235,34,
allowed,4.727,1.286,33,
allure,4.594,1.343,32,
aloft,4.0,1.33,26,
alone,4.029,2.065,34,
aloof,3.467,1.455,30,
aloud,4.886,1.41,35,
altar,4.194,1.203,31,
alter,4.0,1.275,32,
altitude,5.697,1.507,33,
amateur,3.029,1.082,35,
amaze,5.353,1.234,34,
amazing,5.765,1.002,34,
ambassador,4.839,1.37,31,
amber,3.387,1.068,31,
ambition,6.114,1.214,35,
ambulance,4.677,1.64,34,
ammunition,4.909,1.815,33,
amount,4.485,1.158,33,
amphibian,3.353,1.78,34,
amplifier,4.645,1.536,31,
amplify,5.484,1.215,31,
amputate,5.059,1.608,34,
amuse,4.424,1.129,33,
amusement,4.8,1.19,35,
amusing,4.177,1.175,34,
analogue,3.514,0.906,35,
analyst,3.677,1.28,31,
anchor,4.382,1.627,34,
ancient,5.344,1.449,32,
anecdote,3.441,1.459,34,
angel,4.818,1.466,33,
anger,5.515,1.104,33,
angle,3.258,1.319,31,
angry,4.774,1.453,31,
anguish,4.857,1.15,35,
animal,4.257,1.051,35,
animals,4.588,1.478,34,
animosity,4.833,1.485,30,
ankle,2.484,0.798,31,
annoy,4.029,1.465,34,
annoyance,4.903,1.784,31,
annoying,4.529,1.311,34,
answer,4.382,1.415,34,
ant,1.5,1.091,34,
anteater,3.8,1.815,30,
antelope,4.257,1.556,35,
anthem,5.061,1.613,33,
anthropology,5.094,1.208,32,
anticipation,5.455,1.258,33,
anus,2.853,1.498,34,
anxiety,5.059,1.571,34,
anxious,4.618,1.627,34,
apathy,4.069,1.311,29,
ape,4.849,1.395,33,
apex,4.333,1.44,27,
apologize,4.563,1.54,32,
apology,4.706,1.318,34,
appalling,5.242,1.074,33,
appear,3.807,1.09,31,
appearance,4.394,1.476,33,
appeared,4.035,0.928,29,
applause,5.0,1.414,35,
apple,2.441,1.241,34,
Apple (brand),5.353,1.954,34,
apple (fruit),2.314,1.26,35,
appliance,3.912,1.314,34,
applied,4.194,1.203,31,
apply,3.824,0.954,34,
appoint,3.882,1.388,34,
appointment,3.606,1.254,33,
appreciate,5.0,1.27,31,
approval,4.912,1.095,34,
approve,4.294,1.226,34,
apricot,2.441,1.499,34,
apron,2.719,1.179,32,
aptitude,4.688,1.184,32,
arch,4.233,1.383,30,
archaeology,5.235,1.307,34,
archer,3.824,1.248,34,
archery,3.824,1.271,34,
architect,4.314,1.141,35,
archive,4.912,1.483,34,
argue,4.743,1.421,35,
argument,5.182,1.217,33,
arise,4.571,1.294,35,
aristocracy,5.344,1.593,32,
aristocratic,4.774,1.736,31,
arm,3.171,1.444,35,
arm (limb),3.389,1.439,36,
arm (weapon),4.939,1.632,33,
armadillo,3.364,1.473,33,
armed,5.092,1.133,65,
armour,4.364,1.322,33,
armoury,4.906,1.128,32,
arms,3.758,1.67,33,
arms (limbs),3.6,1.497,35,
arms (weapons),5.441,1.193,34,
army,6.149,1.296,67,
aroma,3.412,1.555,34,
arouse,4.625,1.218,32,
aroused,4.941,1.349,34,
array,4.581,1.681,31,
arrest,4.886,1.063,35,
arrested,4.794,1.43,34,
arrive,4.0,1.045,33,
arrogant,4.807,1.354,31,
arrow,3.029,1.383,35,
arrows,3.273,1.503,33,
arse,3.313,1.55,32,
arsehole,3.765,1.733,34,
arson,5.394,1.229,33,
art,5.375,1.596,32,
artist,4.515,1.417,33,
arts,4.697,1.403,33,
ascend,4.882,1.078,34,
ascent,4.743,1.338,35,
ashamed,4.576,1.478,33,
ashes,2.714,1.56,35,
aspect,3.471,1.576,34,
aspirin,2.188,1.356,32,
ass,3.857,1.57,35,
ass (donkey),3.486,1.422,35,
ass (insult),3.781,1.596,32,
assassin,4.879,1.629,33,
assassinate,5.788,1.066,33,
assault,5.219,1.111,32,
asshole,3.771,1.675,35,
assist,3.853,1.216,34,
assistant,3.657,1.218,35,
assuring,4.531,1.25,32,
asteroid,5.546,2.001,33,
asthma,4.059,1.413,34,
astonish,4.455,1.458,33,
astonished,5.457,1.295,35,
astronaut,4.419,1.792,31,
astronomer,4.394,1.369,33,
astronomy,6.257,0.936,35,
athletic,4.559,1.143,34,
athletics,4.364,1.592,33,
atmosphere,6.161,1.298,31,
atom,1.943,1.866,35,
atomic,5.294,2.217,34,
atoms,2.667,2.331,33,
atrocious,5.188,1.333,32,
atrocity,5.903,1.376,31,
attack,5.147,1.191,34,
attacker,5.265,1.244,34,
attempt,4.059,1.027,34,
attendant,3.829,1.32,35,
attention,4.853,1.061,34,
attic,4.125,1.317,32,
attitude,5.182,1.14,33,
attract,4.914,1.204,35,
attraction,5.147,1.438,34,
attractive,5.177,1.124,34,
attribute,4.618,1.329,34,
auction,4.206,1.549,34,
auctioneer,3.903,1.445,31,
audience,5.563,1.368,32,
auditorium,5.667,1.47,33,
aunt,4.061,1.254,33,
authentic,4.344,1.513,32,
author,3.677,1.429,34,
autopsy,4.424,1.538,33,
autumn,4.486,1.538,35,
avalanche,6.344,0.922,32,
avenge,5.233,1.146,30,
avenue,4.406,1.32,32,
award,4.794,1.605,34,
awarded,4.969,1.075,32,
aware,5.0,1.309,35,
away,3.912,1.597,34,
awe,5.314,1.997,35,
awesome,5.161,1.668,31,
awful,4.429,1.4,35,
awkward,4.114,1.09,35,
axe,3.677,1.658,34,
axle,3.429,1.294,28,
baboon,4.114,1.43,35,
baby,2.546,1.689,33,
background,5.273,1.332,33,
bacon,2.765,1.592,34,
bacteria,2.206,1.906,34,
bad,4.667,1.608,33,
badge,2.559,1.241,34,
badger,3.412,1.574,34,
bag,2.968,1.379,31,
baggage,4.125,1.386,32,
bail,4.0,1.331,35,
bait,2.438,1.248,32,
bake,3.559,1.09,34,
baker,3.886,1.237,35,
bald,2.906,1.011,32,
ball,2.71,1.396,31,
ball (dance),4.629,1.742,35,
ball (sphere),3.286,1.406,35,
balloon,3.265,1.559,34,
ballroom,5.177,1.445,34,
bamboo,3.471,1.557,34,
ban,3.97,1.784,33,
banal,3.191,1.651,21,
banana,2.647,1.21,34,
band,4.121,1.365,33,
band (music),4.471,1.595,34,
band (ribbon),2.235,1.214,34,
bandage,2.8,1.45,35,
bandit,4.182,1.086,33,
bandits,4.118,1.367,34,
bang,5.4,1.553,35,
banjo,3.057,1.53,35,
bank,5.147,1.517,34,
bank (money),5.258,1.606,31,
bank (rely),3.818,1.359,33,
bank (river),4.563,1.478,32,
banker,3.758,1.615,33,
bankrupt,4.839,1.78,31,
banks,4.914,1.746,35,
banks (money),5.765,1.165,34,
banks (river),4.781,1.816,32,
banner,3.774,1.453,31,
bar,4.091,1.676,33,
bar (legal),3.909,1.545,33,
bar (metal),3.03,1.566,33,
bar (musical),3.212,1.701,33,
bar (pub),4.571,1.154,35,
bare,3.467,1.231,30,
barely,2.118,0.993,34,
barge,4.697,1.337,33,
barge (boat),5.343,1.62,35,
barge (push),4.242,1.498,33,
bark,3.629,1.416,35,
bark (dog),3.879,1.472,33,
bark (tree),3.382,1.698,34,
barley,2.303,1.114,33,
barn,4.714,1.7,35,
barnacle,2.094,1.182,32,
baroque,4.24,1.422,25,
barrage,5.241,1.43,29,
barrel,3.419,1.264,31,
barrier,4.765,1.436,34,
basement,3.882,1.567,34,
basket,2.857,1.397,35,
basketball,3.088,1.401,34,
bass,3.886,1.45,35,
bass (fish),2.294,1.226,34,
bass (guitar),4.171,1.32,35,
bassoon,4.16,1.759,25,
bastard,4.621,1.495,29,
bastards,4.438,1.321,32,
bat,2.438,1.368,32,
bat (animal),2.429,1.498,35,
bat (club),3.406,1.578,32,
bath,3.75,1.414,32,
bathroom,3.813,1.53,32,
battered,4.677,1.28,31,
battery,2.743,1.537,35,
battle,6.059,0.968,34,
bayonet,3.774,1.66,31,
bazooka,4.433,2.028,30,
beach,5.452,1.364,31,
bead,1.71,1.141,31,
beagle,3.063,1.116,32,
beak,2.394,1.324,33,
beaker,2.97,1.114,33,
bean,1.5,0.777,34,
bear,5.433,1.478,67,
beard,3.354,1.554,65,
beast,5.588,1.417,68,
beat,3.879,1.297,33,
beat (hit),4.125,1.85,32,
beat (mix),3.559,1.355,34,
beat (rhythm),4.229,1.742,35,
beaten,4.697,1.425,33,
beautician,3.515,1.104,33,
beautiful,5.333,1.363,33,
beauty,4.625,1.474,32,
beaver,3.0,1.323,32,
become,4.807,0.997,31,
bed,4.294,1.34,34,
bee,1.727,1.286,33,
beef,3.333,1.491,33,
beehive,3.147,1.458,34,
beer,3.0,1.474,35,
beet,2.8,1.194,30,
beetle,1.657,1.013,35,
befall,3.194,1.281,31,
beg,3.559,1.684,34,
