unit,mean,std,n,individual_ratings
bek,4.54,1.8975,50,"[2, 1, 6, 4, 3, 7, 5, 6, 5, 4, 5, 3, 1, 6, 5, 6, 1, 1, 3, 6, 5, 4, 6, 2, 4, 6, 5, 3, 7, 7, 4, 3, 2, 6, 6, 7, 3, 6, 4, 4, 7, 7, 7, 6, 2, 3, 7, 7, 4, 3]"
bewk,2.48,1.4879,50,"[1, 1, 5, 3, 2, 1, 3, 3, 1, 1, 4, 1, 4, 2, 4, 3, 4, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 3, 5, 4, 1, 5, 2, 1, 4, 6, 2, 3, 5, 2, 3, 3, 1, 6, 2, 1, 1, 1, 3, 3]"
bown,5.28,1.3559,50,"[3, 3, 7, 6, 5, 6, 6, 5, 3, 5, 5, 4, 6, 7, 5, 3, 3, 3, 6, 6, 5, 6, 7, 5, 5, 6, 3, 4, 6, 3, 7, 6, 7, 6, 6, 7, 5, 6, 7, 6, 6, 4, 6, 5, 7, 6, 7, 6, 3, 4]"
bowt,3.94,1.9734,50,"[1, 1, 7, 6, 4, 5, 1, 3, 2, 4, 5, 3, 6, 6, 5, 3, 5, 1, 5, 5, 2, 2, 3, 3, 3, 6, 4, 4, 2, 7, 7, 2, 5, 6, 6, 7, 2, 3, 3, 2, 2, 4, 6, 6, 4, 1, 7, 7, 2, 1]"
bwek,2.24,1.318,50,"[1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 3, 1, 5, 4, 4, 1, 1, 2, 2, 2, 3, 1, 2, 2, 1, 2, 2, 3, 1, 1, 1, 2, 3, 5, 3, 3, 5, 1, 3, 1, 1, 3, 3, 1, 7, 3, 2, 3]"
bwole,2.1429,1.3844,49,"[1, 1, 2, 2, 1, 3, 2, 1, 1, 2, 2, 1, 2, 2, 5, 4, 3, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 1, 1, 5, 1, 2, 4, 2, 1, 3, 4, 2, 2, 1, 1, 5, 2, 1, 6, 6, 2, 2]"
bwon,2.32,1.3316,50,"[1, 3, 2, 1, 1, 2, 1, 1, 1, 3, 2, 1, 4, 1, 6, 2, 2, 1, 2, 3, 3, 3, 3, 1, 1, 1, 2, 2, 3, 3, 2, 1, 2, 6, 3, 3, 2, 2, 4, 1, 2, 1, 1, 3, 3, 1, 5, 5, 3, 4]"
bwot,2.26,1.5884,50,"[1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 4, 1, 5, 5, 2, 1, 3, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 3, 2, 1, 2, 4, 3, 5, 1, 2, 5, 1, 1, 1, 1, 2, 2, 1, 7, 6, 5, 5]"
bwud,1.9,1.1473,50,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 2, 2, 1, 4, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 1, 2, 3, 1, 1, 4, 5, 4, 2, 1, 3, 1, 2, 1, 1, 4, 5, 1, 1, 3, 2, 3]"
kabe,4.7,1.5017,50,"[4, 5, 5, 4, 5, 5, 4, 5, 6, 3, 3, 1, 6, 7, 5, 7, 3, 6, 4, 5, 6, 5, 4, 5, 5, 5, 4, 4, 6, 5, 2, 6, 5, 7, 4, 7, 3, 7, 4, 6, 5, 5, 6, 2, 6, 2, 7, 4, 2, 3]"
