unit,mean,std,n,individual_ratings
A BREEZE BLEW JOHN'S HAIR ONTO HIS FACE,4.1667,0.9103,36,"[4, 3, 5, 5, 3, 5, 3, 4, 4, 5, 5, 5, 4, 3, 5, 5, 5, 4, 4, 5, 4, 5, 4, 4, 5, 5, 2, 5, 4, 5, 5, 2, 3, 4, 4, 3]"
A CLOSET PARKING SPOT IS THREE BLOCKS AWAY,2.0,1.4552,35,"[1, 2, 1, 1, 1, 3, 1, 1, 2, 5, 1, 1, 5, 3, 1, 5, 1, 3, 2, 4, 2, 2, 1, 5, 5, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]"
A LEADER MUST KNOW HOW TO INSPIRE OTHERS,4.8108,0.4618,37,"[5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 4, 5, 5, 5, 4, 5, 5, 5]"
A RUST LOCK WAS FOUND IN THE DRAWER,2.2632,1.201,38,"[1, 2, 1, 2, 1, 2, 2, 1, 2, 4, 1, 3, 1, 4, 3, 1, 2, 1, 3, 1, 4, 4, 3, 1, 2, 2, 5, 3, 2, 3, 5, 2, 1, 2, 2, 1, 4, 2]"
ABBY WATCHED THE WAVES CRASH ON THE SAND,4.7027,0.7403,37,"[5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 2, 5, 5, 5, 4, 5, 5, 4, 5, 5]"
ALEX WAS TIRED SO HE TOOK A NAP,4.8,0.6325,35,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 4, 4, 5, 5, 3, 5, 5, 5]"
ALEX WORE A WOOL SWEATER TO KEEP WARM,4.8571,0.43,35,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5]"
AMY CAUGHT THE BALL AND THREW IT BACK,4.8333,0.5071,36,"[5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 3, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
ANDREW SAT ON THE COUCH AND ATE POPCORN,4.8158,0.5123,38,"[5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
ANN BAKED A CAKE FOR HER MOM'S BIRTHDAY,4.8056,0.5248,36,"[5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 3, 5, 5, 5, 4, 5, 5]"
ANNA'S HAPPY SHOUTS ECHOED LOUDLY IN THE CANYON,4.4,0.9139,35,"[4, 3, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 4, 5, 3, 5, 5, 5, 5, 5, 3, 2, 3, 5, 5, 4, 5, 2]"
ASHLEY GREW CARROTS AND BEETS IN HER GARDEN,4.7368,0.5543,38,"[5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5, 4, 5, 5, 4, 5]"
BECKY HAD A RED WAGON DURING HER CHILDHOOD,4.6486,0.6332,37,"[4, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 4, 4, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 3, 5]"
BETH WALKED HER DOG IN THE PARK NEARBY,4.3611,0.6825,36,"[4, 4, 5, 4, 5, 5, 5, 4, 5, 5, 3, 4, 3, 5, 5, 4, 5, 4, 5, 4, 5, 5, 5, 5, 5, 4, 4, 5, 4, 3, 4, 4, 4, 4, 5, 3]"
BOXES FILLED THE HALLWAY IN ZACH'S NEW HOUSE,4.7027,0.6176,37,"[5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 2, 4, 4, 5, 5, 5, 5, 4, 5, 4]"
BY TELLING THE TRUTH WE HURT MATHEW'S FEELINGS,4.4571,0.9185,35,"[4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 3, 5, 5, 4, 5, 5, 5, 5, 5, 2, 5, 3, 5, 5, 2, 3, 3, 5]"
CHARLIE CLAPPED FOR THE ACTORS AS THEY BOWED,4.5789,0.7581,38,"[5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 4, 4, 5, 5, 4, 5, 5, 5, 2, 5, 5, 4, 4, 5, 2, 5, 5, 5, 5, 4, 4, 4, 5, 5, 5]"
CLASS WAS ENDED EARLY AFTER THE FIRE ALARM,3.6944,1.2147,36,"[3, 4, 5, 5, 3, 5, 4, 4, 4, 4, 5, 5, 3, 5, 2, 5, 5, 2, 4, 2, 5, 3, 4, 2, 4, 5, 5, 4, 2, 3, 4, 5, 2, 3, 1, 2]"
DAD WAS TIRED SO HE TOOK A NAP,4.6053,0.7898,38,"[5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 1, 4, 4, 5, 5, 5, 4, 5, 5, 3, 4]"
DAN PLACED THE DISH WITH CHERRIES NEAR BRIAN,3.9211,1.1242,38,"[3, 5, 3, 5, 5, 5, 5, 4, 3, 5, 5, 5, 1, 4, 3, 5, 5, 4, 4, 4, 4, 2, 5, 4, 3, 5, 5, 2, 3, 3, 4, 5, 4, 4, 2, 5, 4, 2]"
ELLA JUMPED ON THE PILE OF CRUNCHY LEAVES,4.5135,0.8035,37,"[5, 5, 4, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 3, 5, 4, 2, 4, 5, 5, 5, 5, 5, 4, 5, 5, 3, 5, 3, 5, 5, 3, 5, 4, 5, 5]"
EMMA'S GRANDPA TOLD HER TO BRUSH HER TEETH,4.7568,0.5965,37,"[5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 3, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5, 4, 5, 5, 5]"
EVA PLACED A SECRET MESSAGE IN A BOTTLE,4.6216,0.7208,37,"[4, 5, 5, 5, 5, 5, 5, 4, 3, 5, 5, 5, 5, 5, 2, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 3, 5, 5, 5, 5, 4, 5, 4]"
FRANK DID NOT MEAN TO SHATTER THE VASE,4.5,0.8452,36,"[5, 5, 4, 5, 5, 5, 5, 4, 4, 5, 5, 5, 3, 4, 5, 5, 4, 4, 2, 5, 4, 5, 5, 5, 5, 5, 2, 5, 4, 5, 5, 3, 5, 5, 5, 5]"
FRED THREW THE SATIN SHIRT INTO THE DRYER,4.6154,0.6331,39,"[5, 5, 5, 5, 4, 5, 5, 4, 4, 5, 5, 5, 5, 5, 3, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 3, 4, 4, 5, 5, 4, 5, 5, 4, 5, 4, 5]"
GEORGE AWOKE TO THE TICKING OF HIS CLOCK,4.3714,0.9103,35,"[5, 4, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 3, 5, 5, 2, 4, 4, 5, 2, 5, 5, 4, 5, 4, 3, 5, 3, 5, 5, 5, 4, 4]"
GRACE'S EYES SPARKLED AND SHE SMILED AT US,4.4865,0.8374,37,"[4, 3, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 3, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 2, 2, 4, 5, 5, 5, 5, 4, 4, 4]"
GRANDMA MADE SOME COOKIES FOR HER LITTLE TIMMY,4.25,0.8397,40,"[4, 4, 3, 5, 4, 5, 4, 5, 4, 4, 5, 5, 5, 4, 3, 5, 5, 5, 5, 4, 4, 4, 5, 5, 4, 5, 5, 2, 4, 3, 5, 5, 5, 4, 3, 2, 4, 5, 4, 4]"
I NEED PENCILS PENS AND PAPER TO WORK,4.1081,0.9656,37,"[4, 4, 4, 5, 4, 5, 5, 4, 4, 5, 5, 4, 5, 4, 3, 5, 5, 4, 5, 5, 5, 4, 5, 2, 4, 3, 4, 2, 3, 5, 4, 5, 4, 1, 4, 4, 4]"
IF YOU WORK HARD IT WILL PAY OFF,4.6316,0.7136,38,"[5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 2, 5, 4, 5, 5, 3, 4, 5, 5, 4, 5]"
