unit,mean,std,n,individual_ratings
ABJECT,2.8571,1.2084,28,"[2, 3, 2, 4, 1, 3, 1, 3, 3, 2, 3, 1, 1, 3, 4, 3, 4, 4, 4, 4, 4, 5, 2, 3, 5, 3, 2, 1]"
ABROAD,3.7333,1.0807,30,"[3, 3, 5, 4, 4, 3, 4, 4, 4, 5, 5, 5, 4, 4, 1, 4, 4, 3, 4, 4, 4, 5, 5, 5, 3, 3, 2, 3, 4, 1]"
ACCURACY,3.1034,1.2055,29,"[2, 3, 5, 4, 2, 3, 3, 1, 3, 4, 2, 5, 4, 3, 1, 3, 1, 3, 4, 4, 2, 4, 3, 5, 3, 4, 4, 4, 1]"
ADDITION,2.9667,1.2172,30,"[2, 3, 5, 1, 1, 4, 2, 1, 2, 4, 4, 4, 3, 1, 2, 4, 4, 3, 3, 3, 4, 1, 4, 4, 5, 3, 2, 3, 3, 4]"
AHAB,2.6207,0.9416,29,"[3, 3, 2, 2, 4, 3, 3, 1, 2, 3, 2, 3, 1, 1, 3, 3, 3, 4, 1, 4, 3, 3, 3, 1, 3, 2, 4, 3, 3]"
ALASKA,3.0333,0.9279,30,"[4, 3, 3, 1, 4, 3, 4, 1, 3, 3, 2, 4, 4, 2, 4, 3, 3, 3, 2, 1, 3, 4, 4, 3, 3, 3, 4, 3, 3, 4]"
ALBANIAN,2.6333,0.7649,30,"[3, 3, 3, 1, 1, 3, 3, 1, 2, 3, 2, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 4, 3, 3]"
ALBUQUERQUE,2.6429,0.78,28,"[2, 3, 4, 1, 3, 3, 3, 1, 3, 3, 3, 3, 1, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3]"
ALERT,4.2,1.0306,30,"[2, 5, 5, 5, 4, 4, 5, 4, 4, 5, 4, 4, 5, 4, 1, 5, 5, 4, 4, 5, 4, 5, 5, 5, 5, 3, 5, 2, 4, 4]"
ALIBIS,3.2069,0.9403,29,"[3, 3, 4, 1, 4, 4, 3, 2, 4, 2, 4, 3, 3, 2, 1, 3, 4, 3, 4, 5, 4, 4, 3, 3, 4, 3, 3, 3, 4]"
ANGRY,3.9667,1.1592,30,"[4, 5, 3, 5, 4, 4, 4, 4, 5, 5, 4, 2, 4, 4, 1, 5, 5, 5, 4, 4, 4, 5, 4, 5, 5, 3, 5, 4, 2, 1]"
ANONYMOUS,2.9655,1.0171,29,"[3, 3, 5, 3, 4, 3, 3, 1, 3, 4, 2, 4, 2, 4, 2, 3, 2, 3, 2, 2, 4, 2, 1, 3, 3, 4, 3, 3, 5]"
ANTOINETTE,2.7931,0.675,29,"[3, 3, 2, 1, 2, 3, 3, 2, 4, 3, 3, 3, 3, 1, 2, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
APTITUDE,3.2414,1.1543,29,"[3, 3, 5, 3, 2, 4, 3, 1, 3, 4, 3, 4, 1, 1, 3, 4, 3, 4, 4, 4, 4, 3, 4, 5, 3, 4, 3, 5, 1]"
ASSAULT,4.2414,1.0231,29,"[4, 5, 4, 5, 5, 4, 4, 4, 5, 5, 5, 4, 3, 1, 4, 5, 5, 4, 5, 4, 5, 5, 5, 5, 3, 5, 3, 2, 5]"
BAG,2.3667,1.2994,30,"[5, 3, 4, 3, 1, 3, 3, 1, 1, 1, 3, 5, 3, 2, 1, 3, 2, 3, 4, 1, 1, 1, 1, 1, 3, 3, 1, 4, 3, 1]"
BARBARIANS,4.1034,1.1755,29,"[4, 4, 5, 4, 5, 4, 5, 1, 4, 5, 5, 3, 1, 2, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 3, 4, 3, 4, 4]"
