unit,mean,std,n,individual_ratings
Al Pacino,4.3333,0.9589,30,"[4, 3, 5, 3, 5, 5, 5, 5, 5, 3, 3, 5, 5, 5, 4, 5, 5, 5, 2, 4, 4, 2, 4, 4, 5, 5, 5, 5, 5, 5]"
Alessandra,2.8,1.3493,30,"[2, 2, 1, 1, 4, 2, 3, 4, 1, 2, 3, 5, 4, 2, 3, 2, 5, 2, 3, 4, 1, 2, 2, 1, 5, 3, 2, 5, 3, 5]"
Alexander Glazunov,1.7333,1.2015,30,"[1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 5, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 5, 1, 5]"
Anabel,2.9333,1.388,30,"[2, 3, 1, 3, 4, 3, 3, 4, 1, 2, 3, 5, 5, 2, 3, 2, 5, 3, 3, 4, 1, 1, 2, 1, 5, 3, 1, 5, 3, 5]"
Andrew,3.6,1.5888,30,"[5, 3, 1, 3, 5, 3, 5, 4, 1, 2, 4, 5, 5, 2, 4, 2, 5, 5, 5, 5, 1, 5, 2, 1, 5, 5, 1, 5, 4, 5]"
Bogotá,2.8333,1.4162,30,"[1, 3, 5, 3, 4, 3, 1, 1, 1, 4, 3, 2, 3, 3, 1, 5, 3, 4, 3, 4, 1, 1, 3, 3, 5, 1, 1, 5, 4, 4]"
Bruce,3.6,1.4762,30,"[3, 3, 1, 3, 5, 3, 5, 4, 1, 3, 3, 5, 5, 5, 5, 2, 5, 5, 5, 4, 4, 4, 1, 1, 5, 3, 1, 5, 4, 5]"
Carla,3.3,1.512,30,"[3, 3, 1, 4, 5, 3, 5, 4, 1, 2, 3, 5, 5, 5, 2, 2, 5, 5, 5, 4, 1, 2, 2, 1, 5, 3, 1, 3, 4, 5]"
Christmas Eve,4.9333,0.2537,30,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
Clint,3.3,1.512,30,"[3, 3, 1, 3, 5, 3, 5, 4, 1, 2, 3, 5, 5, 2, 4, 2, 5, 5, 5, 4, 1, 2, 2, 1, 5, 4, 1, 5, 3, 5]"
Delhi,3.5517,1.2126,29,"[3, 3, 3, 5, 5, 3, 3, 5, 3, 2, 4, 3, 2, 3, 3, 5, 5, 5, 3, 2, 5, 3, 2, 5, 3, 1, 5, 4, 5]"
Dire Straits,3.6,1.2205,30,"[4, 3, 5, 3, 2, 4, 5, 4, 5, 1, 3, 2, 3, 3, 3, 5, 5, 5, 2, 3, 2, 2, 4, 4, 5, 5, 3, 5, 3, 5]"
Donatello,3.3667,1.4499,30,"[5, 3, 5, 3, 3, 2, 1, 5, 5, 2, 3, 5, 5, 2, 2, 5, 5, 3, 2, 4, 2, 1, 3, 2, 5, 3, 1, 5, 4, 5]"
Dubai City,3.7241,1.1306,29,"[3, 3, 5, 3, 5, 4, 5, 3, 4, 2, 3, 3, 4, 5, 4, 5, 3, 2, 5, 4, 2, 5, 3, 5, 5, 2, 2, 5, 4]"
Halle Berry,4.3333,1.0933,30,"[5, 3, 5, 3, 5, 5, 5, 4, 5, 1, 4, 5, 5, 5, 2, 5, 5, 5, 4, 4, 4, 2, 5, 4, 5, 5, 5, 5, 5, 5]"
Irma,2.8667,1.5253,30,"[2, 2, 1, 3, 5, 2, 3, 3, 1, 4, 2, 5, 5, 2, 2, 2, 2, 5, 5, 4, 1, 1, 2, 1, 5, 2, 1, 5, 3, 5]"
Italy,4.6333,0.5561,30,"[4, 4, 5, 4, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 5, 5, 4, 5, 4, 5, 5, 5, 5]"
Ivan Turgenev,1.6333,1.0662,30,"[1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 5, 2, 1, 1, 2, 3, 1, 2, 1, 1, 1, 1, 1, 1, 5]"
Jared,3.1667,1.5555,30,"[3, 3, 1, 3, 5, 3, 1, 4, 1, 2, 3, 5, 5, 2, 4, 2, 5, 5, 5, 4, 1, 1, 3, 1, 5, 3, 1, 5, 4, 5]"
Jawaharlal Nehru,1.6667,1.213,30,"[1, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 5, 1, 1, 5, 2, 1, 5, 1, 1, 1, 1, 1, 2, 1, 1]"
Jed,3.0,1.4384,30,"[2, 3, 1, 3, 3, 3, 3, 4, 1, 2, 3, 5, 5, 2, 3, 2, 5, 4, 5, 4, 1, 1, 2, 1, 5, 3, 1, 5, 3, 5]"
John Wayne,4.3667,0.9279,30,"[2, 3, 5, 4, 5, 5, 5, 4, 5, 3, 4, 5, 5, 5, 4, 5, 5, 5, 4, 4, 3, 2, 5, 4, 5, 5, 5, 5, 5, 5]"
June,4.9,0.3051,30,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
Karl May,1.9,1.2415,30,"[1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 3, 3, 1, 2, 2, 5, 2, 5, 3, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 5]"
Ken,3.4,1.5222,30,"[3, 3, 1, 4, 5, 3, 5, 4, 1, 2, 3, 5, 5, 2, 3, 2, 5, 5, 5, 4, 1, 1, 4, 2, 5, 5, 1, 5, 3, 5]"
Kevin Spacey,4.0333,1.2172,30,"[3, 3, 5, 3, 4, 5, 5, 4, 5, 1, 3, 5, 5, 5, 2, 5, 5, 5, 3, 4, 4, 1, 5, 4, 5, 5, 3, 5, 4, 5]"
Lake Huron,3.6,1.3287,30,"[5, 3, 5, 4, 3, 5, 5, 2, 1, 1, 4, 3, 4, 5, 5, 5, 5, 5, 3, 4, 3, 3, 5, 3, 1, 3, 3, 5, 3, 2]"
Michael Landon,3.3667,1.4499,30,"[1, 3, 3, 2, 3, 5, 5, 4, 2, 3, 3, 5, 2, 2, 2, 5, 5, 5, 2, 4, 1, 2, 5, 3, 5, 1, 5, 5, 3, 5]"
Miles,3.7333,1.4126,30,"[3, 3, 1, 3, 5, 3, 5, 4, 1, 3, 3, 5, 5, 5, 4, 2, 5, 5, 5, 4, 1, 5, 4, 1, 5, 4, 5, 5, 3, 5]"
Mississippi,4.6897,0.6038,29,"[5, 4, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 4, 5, 5, 5, 3, 5, 4, 5, 4, 5, 4, 5, 5, 5, 5]"
Morris,3.1333,1.4559,30,"[2, 3, 1, 3, 5, 3, 4, 4, 1, 2, 3, 5, 5, 2, 2, 2, 5, 4, 3, 4, 1, 5, 2, 1, 5, 3, 1, 5, 3, 5]"
Mount Bakedu,1.5333,0.8193,30,"[1, 2, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 5, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]"
Natalie,3.3333,1.5162,30,"[4, 3, 1, 3, 5, 3, 5, 4, 1, 3, 3, 5, 5, 2, 3, 2, 5, 5, 5, 4, 1, 1, 3, 1, 5, 3, 1, 5, 4, 5]"
November,4.9333,0.3651,30,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
