unit,mean,std,n,individual_ratings
abating,3.5125,1.0791,80,"[4, 4, 4, 5, 3, 5, 3, 3, 3, 4, 4, 1, 3, 4, 3, 5, 4, 2, 3, 4, 4, 4, 3, 5, 5, 5, 5, 2, 1, 5, 3, 2, 4, 5, 5, 2, 5, 3, 4, 3, 3, 4, 3, 3, 3, 5, 1, 3, 3, 3, 3, 1, 5, 4, 4, 4, 3, 3, 4, 4, 5, 4, 4, 5, 4, 5, 3, 3, 2, 3, 2, 5, 3, 3, 3, 3, 4, 3, 2, 3]"
abolishing,4.6667,0.7544,42,"[5, 5, 5, 4, 5, 5, 4, 1, 5, 5, 5, 4, 5, 5, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
advising,4.8831,0.3618,77,"[5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
altering,4.0,0.8264,42,"[4, 4, 5, 3, 3, 3, 4, 4, 3, 4, 5, 5, 5, 4, 5, 4, 4, 3, 4, 3, 3, 3, 3, 4, 5, 5, 4, 4, 2, 4, 5, 3, 5, 4, 5, 5, 5, 4, 4, 3, 5, 4]"
appearing,3.381,1.011,42,"[4, 3, 3, 3, 4, 4, 4, 3, 5, 2, 1, 1, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 5, 1, 5, 3, 4, 3, 3, 3, 3, 3, 5, 4, 4, 3, 5, 4, 4, 5, 3]"
arriving,4.2857,0.8864,77,"[2, 5, 4, 3, 3, 5, 4, 4, 5, 5, 5, 5, 3, 5, 3, 5, 5, 4, 5, 5, 5, 4, 5, 3, 5, 5, 3, 4, 3, 5, 3, 5, 2, 5, 5, 5, 4, 4, 5, 5, 5, 4, 5, 4, 5, 5, 5, 3, 4, 5, 5, 5, 5, 4, 5, 4, 4, 3, 5, 4, 5, 5, 5, 5, 5, 4, 3, 5, 3, 5, 3, 5, 3, 3, 3, 4, 5]"
asphyxiating,3.8734,0.925,79,"[4, 3, 4, 3, 3, 3, 4, 4, 3, 3, 4, 5, 3, 3, 5, 5, 4, 5, 5, 5, 4, 4, 4, 3, 4, 5, 4, 3, 2, 2, 3, 3, 4, 3, 5, 3, 5, 5, 4, 5, 3, 3, 4, 5, 5, 3, 3, 3, 3, 4, 4, 5, 3, 5, 3, 3, 5, 5, 3, 5, 5, 3, 5, 4, 2, 5, 4, 4, 3, 5, 3, 5, 3, 4, 3, 5, 3, 5, 5]"
atrophying,2.525,1.1904,80,"[2, 4, 3, 2, 3, 2, 2, 3, 3, 2, 1, 1, 2, 3, 1, 3, 4, 2, 4, 1, 4, 1, 4, 3, 3, 5, 3, 2, 3, 1, 3, 1, 4, 1, 3, 2, 2, 2, 4, 4, 1, 3, 3, 4, 3, 1, 4, 1, 2, 1, 3, 2, 4, 1, 1, 5, 1, 3, 2, 1, 5, 3, 2, 1, 4, 1, 3, 3, 2, 5, 1, 2, 3, 3, 3, 3, 3, 1, 1, 4]"
attenuating,3.3333,1.0596,39,"[3, 3, 1, 2, 1, 2, 1, 3, 4, 4, 5, 3, 4, 4, 3, 3, 3, 5, 3, 4, 5, 4, 3, 3, 3, 4, 4, 3, 3, 5, 3, 5, 5, 3, 3, 4, 3, 3, 3]"
awaking,3.4359,0.8824,39,"[2, 3, 3, 5, 3, 3, 5, 3, 3, 5, 5, 3, 3, 3, 3, 3, 3, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 5, 3, 3, 3, 5, 3, 3, 3]"
balancing,3.5385,0.9132,39,"[3, 3, 5, 5, 3, 3, 5, 5, 5, 5, 1, 4, 4, 4, 3, 3, 3, 5, 3, 4, 4, 3, 3, 3, 4, 2, 4, 3, 4, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3]"
barbequeing,4.8462,0.5399,39,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4]"
bathing,4.6835,0.6313,79,"[5, 5, 3, 5, 3, 5, 4, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 4, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5, 5]"
befalling,3.0256,1.2667,39,"[2, 3, 1, 4, 1, 2, 1, 3, 3, 2, 4, 2, 5, 3, 3, 3, 3, 3, 3, 4, 5, 5, 3, 5, 2, 4, 2, 5, 3, 1, 3, 3, 4, 3, 4, 4, 5, 1, 1]"
bleeding,3.5476,0.9423,42,"[3, 4, 5, 4, 3, 3, 4, 4, 3, 3, 5, 5, 3, 4, 3, 5, 2, 3, 2, 5, 5, 1, 4, 3, 3, 4, 3, 4, 4, 4, 5, 3, 5, 3, 3, 3, 3, 3, 4, 3, 3, 3]"
blistering,3.1923,1.228,78,"[4, 5, 3, 3, 4, 4, 3, 3, 3, 2, 2, 2, 3, 3, 3, 4, 2, 4, 2, 4, 2, 4, 4, 4, 4, 4, 5, 3, 3, 3, 1, 4, 1, 5, 2, 4, 3, 3, 4, 1, 5, 2, 4, 3, 2, 3, 1, 2, 2, 1, 3, 5, 5, 5, 3, 4, 3, 1, 3, 5, 3, 3, 4, 1, 5, 3, 2, 1, 5, 5, 3, 3, 5, 3, 4, 1, 5, 4]"
blooming,1.8462,1.0891,39,"[2, 1, 1, 5, 2, 1, 1, 5, 1, 1, 1, 2, 2, 1, 3, 3, 4, 3, 1, 2, 1, 1, 3, 3, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 2]"
blunting,3.6429,0.8503,42,"[3, 3, 5, 2, 4, 3, 4, 2, 3, 3, 3, 4, 5, 4, 4, 3, 4, 4, 4, 2, 5, 3, 3, 5, 5, 5, 4, 4, 3, 4, 4, 4, 5, 4, 3, 3, 3, 4, 4, 3, 3, 3]"
boiling,3.5476,1.0866,42,"[5, 3, 5, 4, 3, 3, 5, 4, 3, 4, 5, 4, 3, 3, 3, 3, 1, 4, 4, 4, 3, 1, 4, 4, 1, 5, 1, 4, 4, 4, 4, 4, 5, 4, 3, 3, 5, 3, 4, 3, 3, 4]"
bolting,4.3846,0.8465,39,"[4, 5, 4, 5, 5, 5, 5, 5, 4, 5, 4, 5, 3, 5, 5, 4, 2, 4, 3, 5, 4, 5, 2, 5, 4, 5, 4, 5, 3, 5, 4, 5, 4, 5, 5, 5, 5, 5, 4]"
botching,4.3038,0.8527,79,"[3, 5, 4, 5, 3, 5, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 3, 4, 4, 5, 5, 3, 5, 4, 3, 5, 5, 5, 4, 3, 5, 5, 5, 5, 4, 4, 3, 5, 2, 5, 4, 3, 3, 5, 3, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 4, 5, 3, 5, 5, 5, 5, 3, 3, 3, 5, 5, 5, 3, 5, 3, 5, 3, 5, 4]"
building,4.7179,0.6008,78,"[5, 5, 3, 4, 5, 5, 3, 3, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 4, 5]"
