unit,mean,std,n,individual_ratings
"After school, the car that made too much noise was chased by the student.",4.45,1.825,40,"[7, 3, 6, 5, 3, 5, 3, 5, 5, 2, 7, 3, 3, 3, 7, 6, 3, 7, 6, 3, 3, 7, 3, 5, 2, 5, 6, 3, 2, 6, 6, 7, 3, 2, 6, 2, 1, 5, 6, 6]"
"After school, the car was chased by the student.",4.9487,1.7614,39,"[7, 6, 1, 3, 3, 6, 5, 5, 6, 2, 7, 6, 3, 3, 7, 5, 6, 6, 5, 5, 2, 7, 2, 7, 3, 6, 7, 5, 6, 6, 6, 7, 7, 5, 6, 3, 5, 3, 3]"
"After school, the student chased the car",6.1282,1.0804,39,"[7, 6, 5, 6, 6, 7, 6, 5, 7, 5, 7, 7, 3, 7, 7, 5, 7, 7, 6, 7, 7, 3, 7, 6, 6, 7, 5, 5, 7, 7, 7, 7, 5, 5, 6, 7, 6, 6, 7]"
"After school, the student chased the car that made too much noise.",5.1795,1.4667,39,"[7, 2, 5, 5, 3, 6, 5, 6, 5, 6, 7, 3, 6, 3, 7, 6, 5, 6, 6, 5, 6, 7, 3, 3, 3, 7, 6, 5, 5, 6, 7, 4, 5, 6, 3, 3, 6, 6, 7]"
"After school, the student chased the teacher.",5.875,1.4533,40,"[7, 6, 6, 2, 7, 7, 6, 6, 7, 6, 7, 5, 7, 5, 7, 7, 2, 6, 7, 5, 7, 7, 3, 5, 6, 3, 7, 7, 7, 6, 7, 7, 7, 3, 6, 6, 7, 6, 5, 5]"
"After school, the teacher was chased by the student.",5.825,1.238,40,"[7, 6, 6, 2, 6, 6, 6, 6, 7, 3, 7, 6, 6, 5, 7, 6, 5, 7, 7, 5, 3, 7, 6, 7, 6, 3, 6, 7, 5, 6, 6, 7, 7, 5, 6, 6, 5, 6, 6, 7]"
Bill brought the food that was on the counter to his table.,5.6842,1.397,38,"[7, 5, 6, 6, 5, 6, 5, 6, 7, 7, 5, 5, 3, 7, 7, 5, 6, 5, 3, 7, 7, 5, 6, 3, 5, 6, 5, 2, 6, 7, 7, 7, 7, 7, 3, 6, 7, 7]"
Bill brought the food to his table.,6.5,0.8165,40,"[7, 6, 7, 6, 7, 7, 6, 6, 7, 5, 7, 6, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 6, 6, 6, 6, 7, 7, 7, 7, 7, 3, 6, 7, 7, 6, 7, 7]"
Bill brought the woman to the dance.,6.4103,0.7511,39,"[7, 5, 7, 5, 6, 7, 6, 7, 7, 5, 7, 5, 7, 5, 7, 7, 6, 7, 7, 7, 7, 7, 7, 6, 6, 5, 7, 7, 6, 7, 7, 7, 6, 7, 6, 7, 6, 6, 6]"
Bill showed a bird to the child.,6.1282,1.1512,39,"[7, 6, 6, 6, 6, 7, 6, 5, 7, 3, 7, 5, 7, 6, 7, 7, 6, 6, 6, 7, 5, 7, 7, 6, 7, 5, 7, 7, 6, 7, 7, 7, 5, 7, 3, 6, 3, 7, 7]"
Bill showed a picture that was taken ten years ago to the child.,5.3077,1.592,39,"[7, 6, 7, 7, 6, 5, 5, 5, 6, 3, 7, 6, 5, 7, 7, 3, 3, 2, 6, 2, 7, 6, 5, 6, 5, 7, 5, 3, 6, 6, 7, 7, 5, 6, 3, 3, 5, 3, 7]"
Bill showed a picture to the child.,6.375,1.0546,40,"[7, 7, 7, 7, 6, 7, 5, 7, 7, 5, 7, 6, 7, 5, 7, 7, 6, 5, 7, 7, 7, 7, 6, 6, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 3, 6, 7, 6]"
Bill showed the child a bird.,6.4872,0.6833,39,"[7, 7, 6, 6, 6, 7, 7, 6, 7, 5, 7, 6, 7, 7, 7, 7, 6, 6, 6, 7, 5, 7, 5, 6, 6, 6, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7]"
Bill showed the child a picture that was taken ten years ago.,6.5128,0.7564,39,"[7, 6, 7, 7, 7, 5, 6, 7, 5, 7, 6, 7, 5, 7, 7, 7, 7, 7, 6, 7, 7, 5, 5, 7, 5, 7, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7]"
