unit,mean,std,n,individual_ratings
I like the way a British accent sounds.,3.8824,1.0599,51,"[4, 5, 4, 5, 5, 3, 3, 3, 4, 3, 5, 5, 4, 5, 1, 4, 4, 4, 5, 3, 4, 4, 4, 5, 4, 2, 5, 5, 5, 4, 2, 4, 5, 4, 4, 5, 4, 5, 4, 5, 2, 4, 3, 4, 3, 5, 1, 3, 4, 4, 2]"
I like the way an American accent sounds.,3.8627,0.7926,51,"[3, 3, 5, 5, 3, 4, 3, 3, 3, 5, 2, 4, 4, 2, 4, 3, 4, 4, 4, 3, 4, 3, 4, 4, 4, 5, 5, 5, 5, 3, 4, 5, 3, 4, 4, 4, 3, 4, 5, 4, 5, 4, 4, 4, 4, 3, 4, 4, 3, 4, 5]"
I think having a British accent is prestigious.,3.2157,1.0903,51,"[4, 4, 3, 5, 4, 3, 3, 2, 3, 3, 1, 4, 3, 3, 1, 4, 3, 1, 3, 3, 4, 3, 3, 5, 4, 1, 3, 4, 4, 4, 2, 5, 4, 4, 3, 5, 3, 5, 2, 3, 4, 4, 4, 4, 3, 3, 1, 2, 2, 4, 2]"
I think having an American accent is prestigious.,2.5098,1.017,51,"[1, 1, 3, 3, 2, 2, 1, 1, 3, 3, 1, 3, 3, 3, 3, 2, 2, 1, 3, 3, 2, 3, 3, 4, 3, 1, 3, 4, 3, 2, 3, 4, 1, 2, 2, 3, 2, 2, 1, 3, 5, 4, 2, 2, 3, 3, 1, 3, 3, 2, 5]"
I've enjoyed listening to this speaker talk.,3.6275,0.928,51,"[2, 2, 4, 5, 4, 3, 3, 3, 4, 4, 5, 5, 2, 4, 2, 4, 3, 4, 4, 3, 4, 4, 3, 4, 4, 3, 3, 4, 5, 4, 3, 4, 4, 4, 2, 5, 4, 5, 4, 5, 5, 4, 3, 2, 3, 5, 3, 3, 3, 2, 4]"
The audio recordings were clear.,4.3922,0.8184,51,"[4, 4, 4, 5, 5, 4, 5, 5, 5, 4, 4, 5, 4, 4, 4, 5, 4, 5, 5, 2, 4, 5, 2, 5, 3, 4, 5, 5, 5, 5, 4, 5, 5, 4, 4, 5, 4, 5, 5, 5, 5, 5, 3, 2, 4, 5, 5, 5, 5, 4, 5]"
The speaker graduated from a prestigious university.,3.26,0.7158,50,"[3, 1, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 2, 3, 3, 5, 4, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 4, 3, 5, 3, 3, 5, 4, 3, 3, 4, 3, 3, 3, 3, 2, 4]"
The speaker has a successful career.,3.2941,0.7994,51,"[3, 1, 3, 3, 4, 4, 3, 3, 5, 4, 3, 4, 2, 3, 3, 4, 2, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 5, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 5, 4, 4, 3, 3, 5, 3, 3, 5, 3, 2, 3]"
The speaker is good at what they do.,3.7647,0.8765,51,"[3, 1, 4, 5, 4, 4, 3, 4, 5, 5, 4, 4, 2, 4, 3, 4, 3, 3, 4, 3, 4, 3, 3, 4, 4, 4, 5, 5, 5, 4, 3, 5, 3, 4, 4, 3, 4, 5, 3, 4, 4, 4, 3, 3, 4, 5, 4, 4, 5, 2, 3]"
The speaker is wealthy.,3.0196,0.6101,51,"[3, 1, 3, 3, 4, 4, 3, 3, 3, 4, 2, 2, 3, 3, 3, 4, 2, 3, 3, 3, 3, 3, 3, 4, 3, 2, 3, 3, 3, 3, 3, 4, 3, 3, 2, 3, 4, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3]"
The speaker strongly enunciated the words.,3.8627,0.9905,51,"[2, 2, 4, 5, 4, 4, 5, 4, 5, 4, 3, 5, 4, 3, 5, 5, 4, 4, 4, 3, 4, 4, 2, 5, 3, 2, 5, 5, 3, 2, 4, 5, 5, 4, 3, 4, 5, 4, 4, 4, 5, 4, 2, 3, 4, 5, 4, 3, 5, 2, 4]"
The speaker talks in a way that I like.,3.6471,0.9461,51,"[2, 4, 4, 5, 4, 4, 3, 3, 4, 3, 5, 5, 2, 5, 1, 4, 3, 4, 4, 3, 4, 4, 3, 4, 4, 2, 5, 4, 5, 4, 2, 4, 5, 4, 2, 5, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 4, 3, 4, 2, 3]"
The speaker was easy to understand.,4.1765,1.0424,51,"[3, 3, 4, 5, 5, 4, 5, 5, 5, 4, 4, 5, 2, 5, 2, 5, 4, 4, 5, 2, 4, 5, 2, 4, 4, 3, 5, 5, 5, 5, 4, 5, 5, 4, 4, 5, 4, 5, 5, 4, 5, 5, 2, 2, 5, 5, 5, 5, 5, 2, 4]"
The speaker's delivery was well-paced.,4.2549,0.8127,51,"[3, 3, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 4, 5, 4, 5, 4, 4, 4, 3, 4, 4, 4, 5, 4, 4, 5, 5, 5, 5, 4, 4, 4, 4, 2, 5, 5, 5, 5, 4, 4, 4, 4, 2, 4, 5, 5, 5, 4, 2, 4]"
