unit,mean,std,n,individual_ratings
I like the way a British accent sounds.,4.06,0.8345,50,"[4, 4, 4, 4, 2, 5, 4, 5, 4, 4, 4, 4, 5, 4, 4, 4, 4, 3, 5, 5, 4, 5, 2, 3, 3, 4, 4, 5, 5, 5, 3, 5, 4, 4, 5, 4, 4, 3, 4, 5, 5, 3, 5, 5, 5, 3, 3, 3, 3, 5]"
I like the way an American accent sounds.,3.78,0.8316,50,"[4, 4, 3, 3, 4, 5, 3, 4, 4, 3, 4, 4, 5, 3, 4, 5, 4, 4, 4, 5, 3, 5, 3, 2, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 4, 2, 5, 4, 5, 5, 5, 4, 5, 3, 4, 4, 5, 3, 4]"
I think having a British accent is prestigious.,3.34,0.9297,50,"[4, 2, 4, 3, 2, 5, 3, 5, 4, 3, 3, 4, 4, 4, 4, 2, 3, 2, 3, 4, 3, 5, 2, 2, 3, 4, 4, 2, 4, 3, 4, 3, 2, 4, 5, 3, 3, 3, 4, 4, 3, 3, 3, 4, 5, 4, 3, 1, 3, 3]"
I think having an American accent is prestigious.,2.9,0.9,50,"[4, 2, 3, 3, 4, 4, 3, 4, 4, 3, 2, 3, 3, 2, 4, 4, 2, 2, 3, 3, 3, 5, 4, 1, 4, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3, 1, 4, 3, 4, 3, 3, 3, 4, 3, 3, 3, 1, 3, 3]"
I've enjoyed listening to this speaker talk.,3.449,0.9272,49,"[4, 2, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 4, 3, 5, 5, 2, 3, 3, 4, 4, 2, 2, 5, 3, 3, 4, 1, 3, 4, 3, 5, 4, 4, 5, 5, 2, 5, 4, 3, 4, 4, 3, 4]"
The audio recordings were clear.,4.6,0.5292,50,"[5, 4, 5, 4, 5, 4, 5, 5, 5, 4, 4, 5, 5, 5, 4, 4, 4, 5, 5, 5, 3, 5, 4, 4, 4, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 4, 4, 4, 5, 5, 5]"
The speaker graduated from a prestigious university.,2.9388,0.8184,49,"[3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 4, 4, 3, 3, 2, 1, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 2, 3, 2, 2, 1, 3, 4, 5, 3, 3, 5, 3, 3, 4, 4, 3, 3]"
The speaker has a successful career.,3.2,0.7746,50,"[3, 1, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 5, 2, 3, 3, 3, 3, 3, 3, 4, 4, 5, 3, 4, 3, 5, 4, 3, 5, 3, 3, 3]"
The speaker is good at what they do.,3.98,0.7346,50,"[4, 5, 5, 3, 5, 4, 3, 4, 4, 4, 4, 5, 4, 3, 3, 4, 4, 4, 3, 5, 4, 5, 4, 3, 3, 4, 3, 3, 4, 5, 3, 3, 4, 3, 4, 4, 3, 5, 5, 4, 5, 5, 5, 5, 4, 4, 4, 4, 4, 3]"
The speaker is wealthy.,2.7959,0.7279,49,"[3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 1, 3, 3, 1, 2, 2, 1, 3, 3, 3, 3, 3, 4, 5, 3, 2, 3, 3, 3, 4]"
The speaker strongly enunciated the words.,4.18,0.9097,50,"[4, 4, 5, 4, 5, 4, 4, 5, 5, 2, 5, 4, 4, 4, 4, 4, 5, 5, 5, 5, 3, 5, 3, 3, 3, 5, 5, 5, 4, 4, 5, 4, 5, 2, 3, 4, 2, 5, 5, 2, 5, 5, 4, 4, 4, 5, 4, 5, 4, 5]"
The speaker talks in a way that I like.,3.551,0.9489,49,"[4, 1, 4, 4, 4, 4, 3, 4, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 5, 3, 5, 2, 3, 3, 4, 4, 3, 3, 5, 2, 2, 3, 3, 4, 4, 2, 5, 4, 4, 5, 5, 2, 5, 4, 3, 4, 5, 3, 4]"
The speaker was easy to understand.,4.62,0.5618,50,"[5, 4, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 4, 4, 5, 4, 5, 5, 4, 5, 4, 4, 3, 5, 5, 4, 4, 5, 5, 5, 5, 4, 5, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5]"
The speaker's delivery was well-paced.,4.1837,0.873,49,"[3, 4, 5, 4, 5, 4, 4, 5, 5, 4, 3, 4, 4, 4, 4, 5, 5, 5, 5, 3, 4, 2, 4, 4, 4, 5, 2, 4, 5, 4, 2, 5, 4, 5, 4, 2, 5, 5, 5, 5, 4, 5, 5, 4, 4, 4, 4, 5, 5]"
