unit,mean,std,n,individual_ratings
录音很清楚。,3.38,1.3098,50,"[2, 5, 3, 2, 4, 4, 4, 5, 4, 4, 1, 5, 2, 3, 3, 5, 1, 2, 3, 4, 5, 4, 5, 2, 2, 3, 4, 2, 5, 3, 4, 2, 4, 4, 4, 4, 2, 5, 3, 5, 1, 5, 3, 2, 5, 5, 2, 1, 2, 5]"
我喜欢普通话的语音语调。,3.62,1.075,50,"[4, 3, 3, 4, 4, 5, 2, 3, 3, 1, 3, 3, 2, 5, 5, 4, 3, 3, 4, 5, 3, 4, 5, 2, 4, 5, 4, 2, 4, 3, 4, 4, 4, 4, 5, 3, 1, 3, 4, 2, 4, 5, 5, 5, 5, 5, 4, 3, 3, 3]"
我喜欢美式口音的语音语调。,2.24,1.0688,50,"[1, 1, 3, 4, 3, 1, 3, 1, 3, 4, 1, 2, 2, 3, 2, 4, 3, 2, 4, 2, 2, 1, 4, 2, 2, 4, 2, 2, 1, 3, 4, 3, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 3, 4, 3, 3, 1, 2, 1]"
我很喜欢听这位说话者讲话。,1.7347,0.8024,49,"[1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 3, 2, 4, 2, 1, 1, 2, 3, 2, 2, 3, 2, 2, 1, 2, 2, 2, 3, 1, 3, 3, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1]"
我觉得说普通话是受人尊重的。,3.78,0.8553,50,"[4, 4, 4, 3, 4, 5, 3, 3, 3, 1, 3, 5, 3, 5, 4, 4, 3, 4, 4, 4, 3, 5, 4, 3, 4, 5, 5, 4, 3, 3, 4, 5, 4, 4, 5, 3, 4, 3, 4, 3, 3, 5, 5, 3, 5, 4, 3, 3, 4, 3]"
我觉得说美式口音是受人尊重的。,2.82,0.9938,50,"[3, 3, 3, 3, 3, 1, 3, 5, 3, 1, 1, 3, 2, 4, 3, 4, 3, 4, 3, 3, 3, 3, 4, 2, 2, 3, 3, 3, 3, 3, 4, 4, 3, 3, 1, 1, 3, 1, 2, 2, 3, 1, 4, 3, 3, 4, 4, 3, 4, 1]"
这位说话者事业很成功。,2.88,0.7111,50,"[3, 2, 3, 2, 3, 3, 4, 3, 3, 1, 2, 3, 3, 3, 3, 3, 3, 4, 5, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 2, 3, 2, 3, 2, 3, 3, 3, 3, 4, 3, 3, 3, 1]"
这位说话者发音很清楚。,1.82,0.9315,50,"[1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 4, 2, 2, 2, 3, 3, 2, 3, 2, 4, 2, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 4, 1, 2, 1, 1, 4, 4, 1, 1, 2, 1]"
这位说话者很容易理解。,2.04,0.8935,50,"[4, 1, 2, 1, 2, 2, 2, 2, 2, 1, 1, 4, 2, 2, 2, 3, 3, 2, 4, 2, 2, 2, 2, 2, 1, 2, 4, 3, 2, 1, 4, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 2, 4, 2, 1, 2, 1]"
这位说话者很擅长所做的事情。,2.5,0.9849,50,"[3, 1, 3, 2, 2, 1, 3, 2, 3, 1, 1, 3, 2, 3, 2, 2, 2, 4, 4, 4, 2, 2, 2, 2, 1, 2, 4, 3, 3, 1, 4, 4, 2, 2, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 1, 3, 1]"
这位说话者很有钱。,2.88,0.5154,50,"[3, 2, 3, 3, 3, 3, 3, 3, 3, 1, 2, 3, 3, 3, 3, 3, 2, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 2, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3]"
这位说话者毕业于一所名牌大学。,2.96,0.8709,50,"[3, 2, 3, 2, 3, 3, 3, 3, 3, 1, 1, 4, 3, 3, 3, 3, 1, 5, 4, 4, 3, 3, 3, 2, 3, 2, 4, 4, 3, 3, 4, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 4, 4, 5, 3, 3, 3, 1]"
这位说话者的语速掌握得很好。,2.4898,1.0326,49,"[2, 2, 4, 4, 2, 3, 2, 2, 2, 1, 3, 3, 3, 4, 2, 5, 2, 3, 2, 2, 4, 2, 3, 2, 2, 4, 2, 2, 1, 4, 2, 3, 2, 1, 2, 1, 2, 2, 4, 2, 2, 2, 1, 2, 5, 4, 3, 2, 1]"
这位说话者的说话方式我很喜欢。,1.92,0.9347,50,"[1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 1, 4, 2, 3, 2, 1, 1, 2, 4, 2, 2, 3, 1, 2, 1, 3, 3, 2, 3, 1, 3, 2, 3, 1, 1, 1, 1, 1, 1, 3, 2, 2, 3, 2, 2, 4, 3, 1, 2, 1]"
