unit,mean,std,n,individual_ratings
aardvark,4.27,1.75,15,
abalone,4.95,1.79,22,
abandon,3.32,2.5,22,
abandonment,2.64,1.81,28,
abbey,5.0,2.02,25,
abdomen,5.15,1.94,27,
abdominal,5.32,2.11,19,
abduct,2.75,2.13,24,
abduction,3.02,2.42,48,
abide,5.33,2.83,18,
abiding,6.6,2.3,20,
ability,6.55,2.48,22,
abject,4.35,2.6,17,
ablaze,4.58,2.39,36,
able,6.17,2.62,18,
abnormal,4.7,2.44,23,
abnormality,3.96,2.5,23,
abode,5.05,2.44,20,
abolish,4.65,2.42,17,
abominable,4.62,1.83,21,
abomination,3.8,1.38,25,
abort,3.38,2.21,26,
abortion,4.73,2.95,44,
abracadabra,4.96,1.97,24,
abrasive,4.94,2.32,34,
abreast,5.19,1.99,21,
abrupt,3.75,1.8,24,
abscess,3.95,2.31,20,
absence,4.24,2.32,21,
absent,4.21,2.37,19,
absinthe,3.95,1.82,20,
absolute,5.58,2.66,26,
absolution,5.75,2.33,24,
absolve,4.82,2.46,17,
absorb,5.62,1.66,24,
abstain,6.08,2.25,25,
abstinence,5.64,2.85,22,
abstract,5.53,2.59,19,
absurd,5.06,2.39,18,
absurdity,5.37,2.29,19,
abundance,5.66,2.19,62,
abundant,5.81,1.88,26,
abuse,2.9,2.17,20,
abusive,3.58,2.5,19,
abysmal,3.76,1.64,21,
abyss,4.0,2.68,21,
academic,6.21,2.13,28,
academy,5.38,1.71,24,
accelerant,6.04,2.01,24,
accelerate,6.15,2.07,26,
accelerated,6.29,1.92,28,
acceleration,5.76,2.05,21,
accelerator,6.65,1.84,17,
accent,5.36,2.47,36,
accept,5.94,2.13,18,
acceptable,6.58,1.92,19,
acceptance,6.49,2.43,47,
access,6.89,2.18,19,
accessible,6.58,2.24,19,
accessory,5.83,2.43,24,
accident,3.0,2.11,48,
accidental,3.41,2.59,22,
acclaim,5.77,1.88,22,
accommodate,6.27,1.96,22,
accommodation,6.0,2.29,22,
accompany,5.63,2.36,19,
accomplice,5.2,2.5,25,
accomplish,7.27,1.52,22,
accomplishment,6.5,2.44,22,
accord,5.64,2.89,22,
accordion,5.21,2.11,24,
account,5.06,2.21,18,
accountability,6.55,2.46,20,
accountable,5.57,2.29,21,
accountant,5.72,2.05,25,
accounting,4.48,2.21,23,
accumulate,6.15,1.83,27,
accuracy,6.74,1.76,23,
accurate,6.47,1.93,19,
accursed,4.13,2.3,23,
accusation,3.62,1.92,26,
accuse,4.0,2.32,24,
ace,6.61,1.84,38,
acetylene,4.7,1.84,23,
ache,4.0,2.72,18,
achieve,6.61,2.44,28,
achievement,7.17,1.72,53,
achy,4.62,2.5,34,
acid,4.26,2.43,23,
acknowledge,6.11,2.42,18,
acknowledgement,6.71,1.82,28,
acne,3.44,1.96,25,
acorn,4.77,2.31,22,
acoustic,5.79,1.58,19,
acoustics,5.86,1.67,22,
acquaintance,5.29,1.85,21,
acquire,7.0,1.89,19,
acquisition,5.93,2.34,27,
acquit,5.45,1.57,22,
acquittal,5.03,2.36,35,
acre,4.94,2.29,16,
acreage,5.52,1.94,21,
acrobat,5.42,2.24,24,
acrylic,5.42,2.15,24,
act,6.11,2.03,18,
action,6.17,2.01,18,
action figure,6.71,2.24,24,
activate,6.28,2.13,25,
activation,6.88,1.62,17,
active,6.32,2.21,22,
activist,5.86,1.9,21,
activity,6.45,1.67,20,
actor,5.64,1.99,22,
actress,4.65,2.4,23,
actual,5.54,1.89,24,
actuality,5.24,2.07,25,
acupuncture,4.77,2.62,22,
acute,5.11,2.33,19,
ad,5.18,2.16,17,
adage,5.13,2.07,23,
adamant,6.38,2.38,21,
adapt,5.75,2.43,20,
adaptation,6.04,2.25,23,
add,6.79,2.07,19,
adder,4.41,1.37,22,
addict,2.74,2.2,38,
addicted,2.84,1.89,19,
addiction,3.84,2.63,19,
addictive,4.4,2.82,20,
additional,4.95,1.99,22,
address,4.89,2.05,18,
adept,6.5,1.66,26,
adequate,6.89,1.57,18,
adhere,3.9,1.86,20,
adhesive,4.88,2.36,24,
Adidas,6.3,2.56,20,
adjacent,4.27,1.7,22,
adjective,6.11,2.18,19,
adjoining,4.65,1.92,23,
adjourn,5.75,2.36,20,
adjust,6.0,1.88,18,
adjuster,5.84,1.77,19,
adjustment,4.53,1.93,19,
admin,5.83,2.48,24,
administer,6.33,2.25,18,
administration,4.77,2.23,26,
administrative,5.9,2.17,20,
administrator,5.48,2.6,21,
admirable,5.81,2.66,21,
admiral,5.68,2.76,25,
admiralty,6.08,1.79,24,
admiration,6.11,1.79,19,
admire,7.33,1.65,21,
admired,6.94,2.07,978,
admirer,6.27,1.55,22,
admissible,6.21,1.9,19,
admission,5.54,2.52,24,
admit,4.56,2.12,18,
admittance,5.96,2.42,24,
ado,4.48,1.36,21,
adobe,5.55,1.79,22,
adolescence,4.44,2.34,34,
adolescent,4.0,2.56,19,
adopt,5.45,2.42,22,
adoption,5.62,2.5,21,
adoptive,5.59,2.36,22,
adorable,6.83,1.92,42,
adoration,6.54,1.93,24,
adore,6.26,1.73,19,
adoring,6.29,1.9,21,
adrenalin,4.85,2.19,26,
adrenaline,5.72,2.44,25,
adrift,4.09,2.41,22,
adult,6.46,2.07,48,
adulterer,3.2,2.55,20,
adultery,3.33,2.46,21,
adulthood,6.11,2.54,19,
advance,6.12,2.05,24,
advanced,6.96,1.46,26,
advancement,6.38,2.01,21,
advantage,7.19,1.94,36,
advantageous,6.22,2.28,23,
adventure,6.36,2.05,44,
adventurer,5.83,2.62,18,
adventurous,5.71,2.76,17,
adversary,5.0,2.3,21,
adverse,3.35,1.87,17,
adversity,4.63,1.95,19,
advertise,5.74,1.54,23,
advertisement,5.84,2.22,19,
advertising,5.0,2.47,20,
advice,5.83,1.38,18,
advisable,5.86,2.2,21,
advise,6.41,1.59,22,
advisement,5.92,2.3,24,
adviser,6.18,2.11,22,
advisor,5.7,1.59,20,
advisory,4.19,1.74,26,
advocate,7.26,1.24,19,
aerial,5.17,2.28,24,
aerobics,5.7,2.4,23,
aerodynamic,5.1,2.34,20,
aerospace,5.17,2.25,23,
aesthetic,5.5,2.16,16,
affair,5.89,2.87,19,
affect,6.39,1.5,28,
affection,6.6,1.83,25,
affectionate,6.9,1.94,20,
affidavit,4.04,2.24,26,
affiliation,5.3,2.14,23,
affinity,6.55,1.9,22,
affirmation,6.53,2.26,34,
affirmative,6.78,1.88,23,
affliction,4.17,2.38,36,
afford,6.44,2.04,18,
affordable,6.16,2.58,25,
affront,5.04,1.9,24,
afire,4.38,2.2,21,
afloat,4.96,1.95,26,
aforementioned,4.96,2.25,23,
afraid,2.71,1.9,24,
african,5.8,1.94,20,
afterlife,5.86,2.92,22,
aftermath,4.23,1.48,26,
afternoon,5.71,1.53,17,
