unit,mean,std,n,individual_ratings
A,0.0,0.0,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
A CAPPELLA,1.0,1.449137674618944,21,"[0, 0, 0, 1, 4, 0, 3, 0, 3, 1, 3, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0]"
AARDVARK,0.058823529411764705,0.24253562503633294,17,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
ABACK,0.18181818181818182,0.6030226891555273,11,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
ABACUS,0.0,0.0,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABANDON,0.9,1.5861240410775606,20,"[0, 0, 1, 0, 5, 2, 0, 0, 0, 0, 4, 0, 3, 0, 0, 3, 0, 0, 0, 0]"
ABANDONED,0.7894736842105263,1.5121341566151922,19,"[4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 5, 0, 0, 0, 2, 0]"
ABANDONEE,1.0588235294117647,1.5996323106926054,17,"[2, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 4, 3, 0, 0, 5, 0]"
ABANDONER,0.4444444444444444,0.9835244081556432,18,"[0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0]"
ABANDONMENT,0.3333333333333333,0.9660917830792959,21,"[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]"
ABASEMENT,0.6666666666666666,1.3165611772087664,21,"[2, 3, 0, 5, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABATEMENT,0.5,1.0690449676496976,8,"[0, 3, 0, 0, 0, 0, 1, 0]"
ABBREVIATE,0.21052631578947367,0.7132825035177586,19,"[0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABBREVIATED,0.3,0.6569466853317862,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 2, 0, 0, 0]"
ABBREVIATION,0.0,0.0,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABDICATE,0.6,1.2983506020002018,15,"[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2]"
ABDOMEN,4.157894736842105,1.344253526630914,19,"[5, 3, 5, 3, 0, 5, 5, 5, 5, 5, 3, 5, 5, 4, 5, 5, 3, 3, 5]"
ABDOMINAL,4.142857142857143,1.7687768170607137,21,"[5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 0, 5, 5, 5, 4, 5, 0, 0, 5, 5]"
ABDOMINALLY,3.473684210526316,1.6113631583445662,19,"[3, 5, 4, 3, 1, 5, 5, 4, 5, 5, 2, 3, 0, 4, 1, 5, 5, 2, 4]"
ABDUCT,1.7,1.6575187543592473,20,"[3, 0, 0, 2, 3, 5, 5, 0, 3, 0, 3, 3, 1, 0, 0, 2, 0, 1, 2, 1]"
ABDUCTEE,1.5294117647058822,1.907801321509381,17,"[0, 0, 0, 0, 0, 1, 2, 0, 5, 3, 5, 0, 3, 3, 0, 0, 4]"
ABDUCTION,1.3333333333333333,1.9321835661585915,21,"[0, 0, 0, 4, 3, 0, 4, 0, 0, 0, 0, 0, 4, 5, 0, 0, 0, 5, 2, 1, 0]"
ABDUCTOR,1.2222222222222223,1.8959881966484036,18,"[0, 0, 0, 0, 0, 5, 4, 0, 1, 0, 2, 4, 5, 1, 0, 0, 0, 0]"
ABHOR,0.1111111111111111,0.32338083338177726,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
ABHORRENCE,0.6470588235294118,1.411611511296054,17,"[0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 3]"
ABHORRENTLY,0.0,0.0,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABHORRING,0.6875,1.1954775893619531,16,"[0, 0, 0, 0, 0, 0, 2, 1, 0, 2, 0, 2, 0, 4, 0, 0]"
ABIDE,0.7894736842105263,1.4367767695018308,19,"[1, 0, 1, 3, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 5, 0, 0]"
ABIDING,0.6666666666666666,1.137592917989042,18,"[0, 0, 0, 0, 2, 1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4]"
ABIDINGLY,0.6470588235294118,1.1694644324747674,17,"[0, 4, 0, 0, 1, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
ABILITY,1.9545454545454546,1.8120567826505283,22,"[3, 5, 0, 4, 4, 0, 4, 5, 3, 1, 0, 1, 2, 3, 0, 2, 0, 1, 0, 1, 4, 0]"
ABJECT,0.375,1.02469507659596,16,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
ABLAZE,0.3333333333333333,0.9701425001453319,18,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0]"
ABLE,1.6842105263157894,1.7966831037883662,19,"[1, 4, 3, 1, 0, 0, 2, 5, 4, 0, 0, 3, 0, 5, 0, 1, 0, 1, 2]"
ABLY,1.7058823529411764,1.9610171430393253,17,"[0, 5, 0, 0, 0, 0, 1, 0, 1, 0, 3, 2, 5, 1, 2, 5, 4]"
ABNORMAL,0.7142857142857143,1.1019463300386796,21,"[0, 2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 2, 4, 0, 0, 1, 2, 0, 0, 0]"
ABNORMALITY,0.42105263157894735,0.7685331969757724,19,"[0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2]"
ABNORMALLY,0.9411764705882353,1.9516207442563642,17,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 5, 5, 0, 0, 0, 0, 0]"
ABOARD,1.8888888888888888,1.9369135207665065,18,"[4, 0, 5, 1, 3, 2, 5, 1, 1, 2, 0, 5, 0, 0, 4, 0, 0, 1]"
ABODE,1.3125,1.8874586088176875,16,"[0, 4, 2, 5, 1, 0, 0, 0, 5, 3, 0, 0, 0, 0, 1, 0]"
ABOLISH,0.3684210526315789,1.2115429242540032,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 0, 0, 0]"
ABOLISHABLE,0.17647058823529413,0.5285941398709243,17,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
ABOLISHER,0.42105263157894735,0.9015905373704981,19,"[0, 0, 0, 0, 0, 3, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABOLISHMENT,0.47058823529411764,1.0675700831106785,17,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 1, 0, 2, 0, 0]"
ABOLITION,0.5,0.9405399431259601,14,"[0, 0, 0, 0, 3, 2, 0, 1, 0, 0, 0, 1, 0, 0]"
ABOLITIONISM,0.42857142857142855,1.3424596091494903,14,"[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0]"
ABOLITIONIST,0.5454545454545454,1.2135597524338357,11,"[0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0]"
ABOMINABLE,0.5263157894736842,1.1722922015640782,19,"[0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0]"
ABOMINABLENESS,0.4117647058823529,0.7952062255644574,17,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 1, 0, 0, 0]"
ABOMINABLY,1.1111111111111112,1.7452081921613043,18,"[5, 0, 1, 0, 2, 0, 0, 0, 4, 1, 1, 5, 0, 1, 0, 0, 0, 0]"
ABOMINATE,0.9047619047619048,1.2611408289624877,21,"[0, 3, 0, 0, 1, 0, 4, 0, 0, 0, 3, 1, 2, 1, 0, 0, 0, 2, 2, 0, 0]"
ABOMINATION,0.75,1.446411166701189,20,"[0, 0, 5, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 3]"
ABORIGINAL,0.4117647058823529,1.227743027337753,17,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5]"
ABORT,0.7619047619047619,1.4108423691100966,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 3, 1, 0, 0, 5, 0, 0, 2, 0]"
ABORTED,1.4,1.9566735620873064,15,"[0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 5, 4, 5, 2, 0]"
ABORTION,2.619047619047619,2.1558337244831867,21,"[5, 4, 0, 0, 0, 0, 5, 5, 5, 5, 0, 1, 0, 0, 5, 3, 3, 5, 3, 3, 3]"
ABORTIONIST,0.8888888888888888,1.5296631266542813,18,"[0, 0, 0, 0, 0, 0, 5, 0, 1, 1, 3, 3, 0, 0, 0, 0, 0, 3]"
ABORTIVE,0.9473684210526315,1.5082618476808296,19,"[0, 0, 0, 0, 5, 3, 0, 3, 0, 0, 1, 2, 3, 0, 0, 0, 0, 1, 0]"
ABORTIVELY,0.8235294117647058,1.550616575658174,17,"[4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 2, 0, 0, 0, 2]"
